#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.115	0.945	1.285	0.544	0.901	1.000	0.914
1	0.125	1.078	1.265	0.300	0.997	1.000	0.688
2	0.023	1.164	1.465	0.041	0.989	1.000	0.691
3	0.032	0.521	1.493	0.643	0.764	1.000	0.785
4	0.026	0.709	1.368	0.256	0.925	1.000	0.865
5	0.040	0.551	1.017	0.653	0.536	1.000	0.903
6	0.131	0.668	1.310	0.504	0.905	1.000	0.904
7	0.020	1.006	1.136	0.508	0.664	1.000	0.735
8	0.014	1.016	1.168	0.339	0.618	1.000	0.854
9	0.017	1.294	1.032	0.712	0.799	1.000	0.901
10	0.020	0.571	1.129	0.875	0.956	1.000	0.700
11	0.010	1.227	1.079	0.400	0.746	1.000	0.957
12	0.083	0.852	1.176	0.694	0.619	1.000	0.562
13	0.044	1.500	1.369	0.102	0.711	1.000	0.705
14	0.078	0.989	1.076	0.284	0.931	1.000	0.771
15	0.052	0.663	1.015	0.553	0.619	1.000	0.713
16	0.393	1.040	1.085	0.119	0.716	1.000	0.977
17	0.022	1.306	1.306	0.432	0.512	1.000	0.554
18	0.393	1.048	1.246	0.502	0.773	1.000	0.889
19	1.000	0.704	1.137	0.156	0.602	0.000	0.954
20	0.049	0.712	1.246	0.429	0.962	1.000	0.618
21	0.027	1.416	1.472	0.148	0.680	1.000	0.643
22	0.211	0.768	1.123	0.097	0.996	1.000	0.755
23	0.021	1.432	1.428	0.387	0.775	1.000	0.731
24	0.017	0.686	1.129	0.508	0.946	1.000	0.922
25	0.050	0.659	1.117	0.269	0.569	1.000	0.546
26	0.167	0.707	1.325	0.896	0.691	1.000	0.956
27	0.026	1.396	1.145	0.209	0.565	1.000	0.650
28	0.016	1.254	1.141	0.032	0.884	1.000	0.609
29	0.120	0.981	1.344	0.292	0.583	1.000	0.714
#From	To	chi[to]	beta[fr]	lambda
0	0	0.407	0.069	1.000
0	3	0.018	0.265	1.000
0	5	0.413	0.100	1.000
0	13	0.063	0.044	1.000
0	14	0.320	0.260	1.000
0	20	0.156	0.044	1.000
0	21	0.010	0.092	1.000
0	25	0.298	0.125	1.000
1	8	0.100	0.316	1.000
1	9	0.073	0.071	1.000
1	11	0.128	0.314	1.000
1	24	0.009	0.068	1.000
1	28	0.121	0.231	1.000
2	7	0.154	0.229	1.000
2	8	0.004	0.095	1.000
2	9	0.094	0.219	1.000
2	10	0.147	0.163	1.000
2	21	0.026	0.096	1.000
2	23	0.104	0.003	1.000
2	24	0.074	0.195	1.000
3	8	0.053	0.304	1.000
3	9	0.096	0.092	1.000
3	11	0.146	0.275	1.000
3	24	0.046	0.067	1.000
3	28	0.096	0.262	1.000
4	8	0.029	0.105	1.000
4	9	0.032	0.238	1.000
4	11	0.055	0.106	1.000
4	24	0.073	0.162	1.000
4	28	0.099	0.390	1.000
5	2	0.314	0.190	1.000
5	3	0.145	0.185	1.000
5	13	0.058	0.062	1.000
5	17	0.159	0.135	1.000
5	20	0.089	0.155	1.000
5	21	0.092	0.059	1.000
5	23	0.028	0.214	1.000
6	2	0.194	0.016	1.000
6	3	0.192	0.083	1.000
6	4	0.165	0.080	1.000
6	6	0.875	0.141	1.000
6	10	0.099	0.107	1.000
6	17	0.065	0.053	1.000
6	20	0.034	0.118	1.000
6	21	0.100	0.152	1.000
6	23	0.025	0.081	1.000
6	24	0.012	0.093	1.000
6	27	0.624	0.077	1.000
7	7	0.221	0.204	1.000
7	8	0.011	0.074	1.000
7	9	0.055	0.158	1.000
7	21	0.123	0.223	1.000
7	23	0.074	0.135	1.000
7	24	0.055	0.023	1.000
7	28	0.030	0.183	1.000
8	8	0.035	0.318	1.000
8	11	0.161	0.102	1.000
8	24	0.109	0.323	1.000
8	28	0.082	0.257	1.000
9	7	0.007	0.395	1.000
9	8	0.089	0.017	1.000
9	9	0.095	0.058	1.000
9	11	0.076	0.127	1.000
9	23	0.134	0.296	1.000
9	24	0.003	0.037	1.000
9	28	0.008	0.071	1.000
10	8	0.117	1.000	1.000
11	8	0.064	1.000	1.000
12	0	0.204	0.072	1.000
12	3	0.008	0.120	1.000
12	13	0.006	0.073	1.000
12	14	0.131	0.122	1.000
12	15	0.600	0.282	1.000
12	20	0.116	0.060	1.000
12	21	0.056	0.049	1.000
12	25	0.296	0.053	1.000
12	29	0.154	0.171	1.000
13	2	0.311	0.021	1.000
13	3	0.065	0.132	1.000
13	4	0.506	0.110	1.000
