#N	alpha	gamma	mu	phi	psi	rho	sigm
0	1.000	1.097	1.461	0.907	0.516	0.000	0.606
1	0.038	0.806	1.436	0.439	0.904	1.000	0.000
2	0.122	1.088	1.456	0.203	0.760	1.000	0.577
3	0.154	0.620	1.232	0.643	0.582	1.000	0.796
4	0.073	0.582	1.271	0.534	0.804	1.000	0.663
5	0.024	1.388	1.328	0.439	0.890	1.000	0.683
6	0.062	1.384	1.370	0.606	0.952	1.000	0.559
7	0.086	1.093	1.099	0.233	0.713	1.000	0.885
8	0.017	1.135	1.467	0.818	0.745	1.000	0.000
9	0.032	0.562	1.389	0.486	0.836	1.000	0.000
10	0.024	1.195	1.126	0.853	0.585	1.000	0.758
11	0.219	1.489	1.086	0.846	0.546	1.000	0.630
12	0.101	1.428	1.015	0.035	0.908	1.000	0.781
13	0.028	0.631	1.389	0.265	0.799	1.000	0.680
14	0.393	1.290	1.013	0.076	0.638	1.000	0.605
15	0.154	1.446	1.210	0.126	0.696	1.000	0.848
16	0.063	1.028	1.053	0.897	0.892	1.000	0.716
17	0.043	1.493	1.317	0.819	0.697	1.000	0.561
18	1.000	0.560	1.381	0.120	0.649	0.000	0.660
19	0.154	1.371	1.168	0.036	0.523	1.000	0.635
#From	To	chi[to]	beta[fr]	lambda
0	2	0.180	0.185	1.000
0	3	0.517	0.291	1.000
0	12	0.194	0.282	1.000
0	15	0.425	0.242	1.000
2	1	0.191	0.186	1.000
2	4	0.160	0.191	1.000
2	6	0.115	0.034	1.000
2	11	0.075	0.285	1.000
2	12	0.230	0.226	1.000
2	16	0.395	0.033	1.000
2	17	0.067	0.045	1.000
3	1	0.055	0.061	1.000
3	4	0.039	0.220	1.000
3	6	0.228	0.349	1.000
3	16	0.133	0.217	1.000
3	17	0.252	0.153	1.000
4	1	0.133	0.089	1.000
4	4	0.079	0.188	1.000
4	13	0.252	0.723	1.000
5	9	0.394	1.000	1.000
6	1	0.008	0.080	1.000
6	4	0.211	0.801	1.000
6	17	0.179	0.119	1.000
7	1	0.118	0.156	1.000
7	5	0.336	0.354	1.000
7	10	0.417	0.176	1.000
7	13	0.180	0.314	1.000
9	9	0.169	1.000	1.000
10	9	0.040	1.000	1.000
11	1	0.149	0.104	1.000
11	4	0.158	0.109	1.000
11	6	0.327	0.114	1.000
11	7	1.000	0.284	1.000
11	11	0.925	0.170	1.000
11	16	0.472	0.120	1.000
11	17	0.200	0.100	1.000
12	1	0.184	0.355	1.000
12	13	0.458	0.645	1.000
13	9	0.396	1.000	1.000
14	2	0.006	0.066	1.000
14	12	0.173	0.411	1.000
14	15	0.389	0.453	1.000
14	19	1.000	0.071	1.000
15	1	0.099	0.372	1.000
15	2	0.459	0.266	1.000
15	6	0.330	0.027	1.000
15	12	0.304	0.334	1.000
16	1	0.051	0.138	1.000
16	4	0.354	0.366	1.000
16	17	0.303	0.496	1.000
17	1	0.010	0.090	1.000
17	5	0.664	0.147	1.000
17	8	1.000	0.363	1.000
17	10	0.583	0.153	1.000
17	13	0.110	0.247	1.000
18	14	1.000	1.000	1.000
19	2	0.355	0.267	1.000
19	3	0.483	0.160	1.000
19	12	0.098	0.215	1.000
19	15	0.186	0.358	1.000
