#N	alpha	gamma	mu	phi	psi	rho	sigm
0	1.000	1.160	1.168	0.190	0.806	0.000	0.947
1	0.154	1.161	1.369	0.313	0.871	1.000	0.674
2	1.000	0.830	1.085	0.115	0.899	0.000	0.789
3	0.211	1.013	1.428	0.212	0.510	1.000	0.629
4	0.393	0.598	1.334	0.558	0.585	1.000	0.839
5	0.193	1.238	1.238	0.683	0.988	1.000	0.000
6	1.000	1.452	1.323	0.975	0.846	0.000	0.580
7	0.224	0.757	1.295	0.668	0.668	1.000	0.950
8	1.000	0.700	1.489	0.627	0.841	0.000	0.968
9	0.234	0.943	1.215	0.246	0.911	1.000	0.924
#From	To	chi[to]	beta[fr]	lambda
0	3	0.807	0.437	1.000
0	5	0.013	0.442	1.000
0	7	0.111	0.027	1.000
0	9	0.507	0.094	1.000
1	3	0.122	0.484	1.000
1	5	0.011	0.407	1.000
1	7	0.190	0.109	1.000
2	4	1.000	0.480	1.000
2	7	0.218	0.520	1.000
3	5	0.055	0.105	1.000
3	9	0.298	0.895	1.000
4	1	1.000	0.200	1.000
4	5	0.062	0.327	1.000
4	7	0.265	0.473	1.000
5	5	0.176	1.000	1.000
6	5	0.209	1.000	1.000
7	5	0.234	1.000	1.000
8	3	0.071	0.198	1.000
8	5	0.227	0.249	1.000
8	7	0.215	0.171	1.000
8	9	0.195	0.382	1.000
9	5	0.013	1.000	1.000
