#N	alpha	gamma	mu	phi	psi	rho	sigm
0	1.000	1.393	1.131	0.953	0.829	0.000	0.874
1	0.020	1.500	1.323	0.990	0.893	1.000	0.663
2	0.051	0.570	1.191	0.072	0.993	1.000	0.540
3	0.393	1.142	1.297	0.253	0.614	1.000	0.647
4	1.000	0.826	1.016	0.915	0.745	0.000	0.830
5	0.097	1.407	1.131	0.281	0.731	1.000	0.540
6	0.126	1.276	1.326	0.859	0.636	1.000	0.550
7	0.126	0.945	1.147	0.625	0.677	1.000	0.514
8	1.000	1.377	1.038	0.991	0.891	0.000	0.522
9	0.246	1.112	1.478	0.354	0.552	1.000	0.771
10	0.098	0.974	1.457	0.471	0.985	1.000	0.650
11	1.000	0.670	1.180	0.049	0.669	0.000	0.712
12	0.136	1.370	1.075	0.253	0.611	1.000	0.902
13	0.038	1.452	1.027	0.401	0.820	1.000	0.904
14	0.098	0.858	1.193	0.017	0.960	1.000	0.947
15	0.126	0.891	1.027	0.683	0.727	1.000	0.000
16	1.000	0.552	1.493	0.333	0.513	0.000	0.670
17	0.128	1.428	1.263	0.747	0.526	1.000	0.760
18	0.122	1.261	1.459	0.847	0.931	1.000	0.750
19	0.088	0.698	1.162	0.085	0.751	1.000	0.000
#From	To	chi[to]	beta[fr]	lambda
0	6	0.152	0.093	1.000
0	7	0.161	0.092	1.000
0	10	0.154	0.103	1.000
0	14	0.135	0.157	1.000
0	15	0.115	0.158	1.000
0	17	0.151	0.125	1.000
0	18	0.009	0.140	1.000
0	19	0.116	0.132	1.000
1	19	0.049	1.000	1.000
2	1	1.000	0.673	1.000
2	19	0.058	0.327	1.000
3	9	0.077	1.000	1.000
4	3	1.000	0.604	1.000
4	9	0.923	0.396	1.000
5	6	0.223	0.038	1.000
5	7	0.003	0.131	1.000
5	10	0.018	0.139	1.000
5	13	1.000	0.160	1.000
5	14	0.041	0.126	1.000
5	15	0.038	0.151	1.000
5	17	0.162	0.125	1.000
5	18	0.415	0.130	1.000
6	2	0.125	0.261	1.000
6	10	0.039	0.396	1.000
6	12	0.059	0.085	1.000
6	14	0.047	0.189	1.000
6	19	0.075	0.068	1.000
7	2	0.362	0.236	1.000
7	10	0.078	0.048	1.000
7	12	0.467	0.378	1.000
7	14	0.114	0.250	1.000
7	19	0.009	0.087	1.000
8	6	0.174	0.259	1.000
8	7	0.155	0.127	1.000
8	10	0.078	0.075	1.000
8	14	0.181	0.160	1.000
8	15	0.149	0.034	1.000
8	17	0.389	0.143	1.000
8	18	0.029	0.147	1.000
8	19	0.100	0.057	1.000
9	5	1.000	0.179	1.000
9	6	0.090	0.199	1.000
9	7	0.252	0.158	1.000
9	10	0.057	0.057	1.000
9	15	0.164	0.108	1.000
9	18	0.365	0.299	1.000
10	19	0.008	1.000	1.000
11	6	0.128	0.085	1.000
11	7	0.058	0.033	1.000
11	10	0.111	0.129	1.000
11	14	0.059	0.244	1.000
11	15	0.182	0.029	1.000
11	17	0.048	0.275	1.000
11	18	0.168	0.175	1.000
11	19	0.137	0.031	1.000
12	2	0.513	0.243	1.000
12	10	0.152	0.131	1.000
12	12	0.149	0.196	1.000
12	14	0.023	0.221	1.000
12	19	0.054	0.210	1.000
13	6	0.105	0.085	1.000
13	7	0.179	0.153	1.000
13	10	0.206	0.170	1.000
13	14	0.134	0.144	1.000
13	15	0.116	0.157	1.000
13	17	0.250	0.137	1.000
13	18	0.015	0.153	1.000
14	19	0.113	1.000	1.000
16	6	0.088	0.004	1.000
16	7	0.183	0.286	1.000
16	10	0.041	0.224	1.000
16	12	0.161	0.068	1.000
16	14	0.099	0.142	1.000
16	15	0.053	0.222	1.000
16	19	0.079	0.054	1.000
17	19	0.106	1.000	1.000
18	6	0.040	0.197	1.000
18	7	0.008	0.172	1.000
18	10	0.066	0.144	1.000
18	12	0.163	0.112	1.000
18	14	0.168	0.188	1.000
18	15	0.182	0.136	1.000
18	19	0.067	0.051	1.000
19	19	0.029	1.000	1.000
