#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.071	0.848	1.308	0.893	0.685	1.000	0.860
1	0.154	1.283	1.132	0.504	0.861	1.000	0.939
2	0.127	1.448	1.123	0.082	0.727	1.000	0.000
3	1.000	1.154	1.224	0.719	0.769	0.000	0.716
4	0.393	1.344	1.254	0.599	0.889	1.000	0.958
5	0.061	1.133	1.157	0.686	0.830	1.000	0.750
6	0.393	1.024	1.150	0.432	0.978	1.000	0.814
7	0.246	1.459	1.457	0.590	0.535	1.000	0.994
8	1.000	1.447	1.476	0.484	0.708	0.000	0.592
9	0.154	0.521	1.254	0.888	0.755	1.000	0.572
#From	To	chi[to]	beta[fr]	lambda
0	2	0.148	1.000	1.000
1	0	0.231	0.331	1.000
1	5	1.000	0.578	1.000
1	9	0.043	0.091	1.000
2	2	0.384	1.000	1.000
3	2	0.068	1.000	1.000
4	1	0.646	0.226	1.000
4	6	0.660	0.173	1.000
4	9	0.316	0.601	1.000
5	2	0.401	1.000	1.000
6	1	0.354	0.740	1.000
6	6	0.340	0.223	1.000
6	9	0.129	0.037	1.000
7	0	0.350	0.639	1.000
7	7	0.388	0.361	1.000
8	4	1.000	0.643	1.000
8	9	0.512	0.357	1.000
9	0	0.419	0.585	1.000
9	7	0.612	0.415	1.000
