#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.167	1.220	1.315	0.237	0.983	1.000	0.630
1	0.246	0.990	1.486	0.127	0.535	1.000	0.998
2	0.045	1.409	1.372	0.375	0.516	1.000	0.583
3	0.097	1.434	1.498	0.258	0.720	1.000	0.863
4	0.116	0.584	1.389	0.088	0.812	1.000	0.570
5	0.035	0.904	1.491	0.465	0.920	1.000	0.694
6	0.099	1.241	1.276	0.373	0.845	1.000	0.611
7	0.095	0.765	1.311	0.436	0.729	1.000	0.686
8	0.116	0.923	1.293	0.760	0.762	1.000	0.799
9	0.058	0.758	1.264	0.395	0.522	1.000	0.647
10	0.052	0.514	1.083	0.897	0.966	1.000	0.508
11	1.000	1.036	1.352	0.104	0.911	0.000	0.757
12	1.000	0.661	1.324	0.505	0.913	0.000	0.751
13	1.000	0.664	1.376	0.877	0.646	0.000	0.583
14	0.044	1.146	1.363	0.936	0.977	1.000	0.756
15	1.000	0.804	1.184	0.784	0.960	0.000	0.597
16	1.000	0.799	1.411	0.865	0.792	0.000	0.629
17	1.000	1.116	1.015	0.885	0.930	0.000	0.620
18	0.118	1.474	1.243	0.395	0.714	1.000	0.917
19	0.052	0.624	1.121	0.759	0.561	1.000	0.886
20	1.000	0.535	1.389	0.387	0.970	0.000	0.876
21	0.068	0.999	1.131	0.228	0.808	1.000	0.803
22	0.113	0.767	1.213	0.667	0.904	1.000	0.927
23	0.039	0.642	1.189	0.891	0.553	1.000	0.551
24	0.121	0.561	1.338	0.496	0.688	1.000	0.939
25	0.393	0.651	1.446	0.973	0.743	1.000	0.625
26	0.132	1.023	1.087	0.346	0.665	1.000	0.566
27	0.094	1.245	1.358	0.296	0.622	1.000	0.633
28	0.058	1.215	1.051	0.691	0.536	1.000	0.650
29	0.133	0.544	1.409	0.285	0.811	1.000	0.920
#From	To	chi[to]	beta[fr]	lambda
0	0	0.070	0.094	1.000
0	7	0.113	0.246	1.000
0	9	0.429	0.039	1.000
0	19	0.467	0.194	1.000
0	21	0.092	0.136	1.000
0	23	0.100	0.069	1.000
0	27	0.071	0.107	1.000
0	28	0.497	0.115	1.000
1	3	1.000	0.197	1.000
1	6	0.230	0.087	1.000
1	18	0.100	0.200	1.000
1	22	0.092	0.156	1.000
1	27	0.046	0.245	1.000
1	29	0.079	0.115	1.000
2	5	0.109	0.932	1.000
2	23	0.113	0.068	1.000
3	4	0.221	0.144	1.000
3	6	0.258	0.073	1.000
3	7	0.055	0.146	1.000
3	8	0.018	0.042	1.000
3	18	0.067	0.071	1.000
3	22	0.256	0.047	1.000
3	24	0.147	0.036	1.000
3	26	0.075	0.115	1.000
3	27	0.090	0.176	1.000
3	29	0.030	0.151	1.000
4	2	0.670	0.079	1.000
4	7	0.095	0.342	1.000
4	19	0.396	0.166	1.000
4	21	0.020	0.113	1.000
4	23	0.090	0.104	1.000
4	27	0.083	0.196	1.000
5	5	0.012	0.422	1.000
5	23	0.048	0.578	1.000
6	0	0.094	0.144	1.000
6	7	0.059	0.168	1.000
6	18	0.098	0.233	1.000
6	21	0.117	0.055	1.000
6	24	0.073	0.087	1.000
6	27	0.060	0.168	1.000
6	29	0.059	0.146	1.000
7	5	0.088	0.310	1.000
7	21	0.115	0.279	1.000
7	23	0.107	0.412	1.000
8	0	0.154	0.171	1.000
8	7	0.051	0.167	1.000
8	18	0.080	0.033	1.000
8	21	0.047	0.132	1.000
8	24	0.101	0.252	1.000
8	27	0.036	0.154	1.000
8	29	0.120	0.092	1.000
9	5	0.005	0.612	1.000
9	23	0.023	0.388	1.000
10	4	0.195	0.050	1.000
10	6	0.101	0.175	1.000
10	7	0.002	0.007	1.000
10	8	0.006	0.165	1.000
10	18	0.051	0.138	1.000
10	22	0.142	0.078	1.000
10	24	0.150	0.122	1.000
10	26	0.180	0.105	1.000
10	27	0.014	0.138	1.000
10	29	0.128	0.023	1.000
11	6	0.142	0.038	1.000
11	25	1.000	0.962	1.000
12	1	0.135	0.171	1.000
12	6	0.202	0.154	1.000
12	27	0.009	0.414	1.000
12	29	0.046	0.261	1.000
13	0	0.057	0.272	1.000
13	7	0.065	0.218	1.000
13	18	0.042	0.057	1.000
13	21	0.002	0.026	1.000
13	24	0.157	0.246	1.000
13	27	0.014	0.052	1.000
