#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.206	0.561	1.249	0.425	0.856	1.000	0.775
1	0.036	1.049	1.019	0.501	0.800	1.000	0.995
2	1.000	0.650	1.146	0.473	0.710	0.000	0.547
3	0.190	0.729	1.407	0.875	0.755	1.000	0.673
4	0.393	0.940	1.063	0.789	0.762	1.000	0.536
5	0.393	0.752	1.172	0.347	0.785	1.000	0.882
6	0.288	0.614	1.335	0.596	0.566	1.000	0.892
7	0.246	1.344	1.407	0.658	0.737	1.000	0.985
8	0.077	0.881	1.200	0.627	0.897	1.000	0.526
9	0.154	1.104	1.439	0.001	0.922	1.000	0.889
10	1.000	0.886	1.001	0.216	0.651	0.000	0.955
11	1.000	1.496	1.498	0.530	0.946	0.000	0.726
12	1.000	0.900	1.242	0.072	0.503	0.000	0.720
13	0.075	0.884	1.290	0.355	0.826	1.000	0.844
14	0.393	0.954	1.179	0.138	0.764	1.000	0.777
15	0.067	0.812	1.285	0.916	0.751	1.000	0.955
16	0.200	1.055	1.069	0.072	0.735	1.000	0.863
17	0.103	1.062	1.451	0.288	0.643	1.000	0.546
18	0.057	0.905	1.115	0.069	0.594	1.000	0.000
19	0.190	0.660	1.400	0.195	0.712	1.000	0.937
#From	To	chi[to]	beta[fr]	lambda
0	0	0.118	0.167	1.000
0	8	0.216	0.588	1.000
0	17	0.137	0.245	1.000
1	18	0.203	1.000	1.000
2	0	0.130	0.144	1.000
2	7	0.684	0.138	1.000
2	16	0.206	0.375	1.000
2	17	0.059	0.343	1.000
3	0	0.117	0.410	1.000
3	8	0.307	0.375	1.000
3	17	0.044	0.215	1.000
4	4	0.665	0.288	1.000
4	6	0.102	0.059	1.000
4	9	0.955	0.404	1.000
4	16	0.341	0.249	1.000
5	4	0.056	0.395	1.000
5	6	0.591	0.159	1.000
5	9	0.045	0.324	1.000
5	16	0.210	0.122	1.000
6	0	0.176	0.093	1.000
6	3	0.361	0.337	1.000
6	6	0.307	0.263	1.000
6	16	0.067	0.014	1.000
6	19	0.279	0.292	1.000
7	18	0.046	1.000	1.000
8	1	0.367	0.608	1.000
8	18	0.055	0.392	1.000
9	1	0.315	0.356	1.000
9	15	0.340	0.256	1.000
9	17	0.146	0.215	1.000
9	18	0.071	0.174	1.000
10	5	0.691	1.000	1.000
11	4	0.280	0.177	1.000
11	5	0.309	0.823	1.000
12	0	0.202	0.079	1.000
12	3	0.301	0.386	1.000
12	14	1.000	0.089	1.000
12	16	0.012	0.121	1.000
12	17	0.148	0.156	1.000
12	19	0.325	0.169	1.000
13	18	0.091	1.000	1.000
14	0	0.012	0.035	1.000
14	3	0.338	0.100	1.000
14	7	0.316	0.145	1.000
14	16	0.164	0.204	1.000
14	17	0.122	0.138	1.000
14	19	0.396	0.378	1.000
15	1	0.318	0.307	1.000
15	17	0.154	0.480	1.000
15	18	0.191	0.213	1.000
16	0	0.246	0.200	1.000
16	8	0.361	0.464	1.000
16	17	0.152	0.336	1.000
17	18	0.140	1.000	1.000
18	18	0.005	1.000	1.000
19	8	0.116	0.261	1.000
19	13	1.000	0.315	1.000
19	15	0.660	0.137	1.000
19	17	0.039	0.049	1.000
19	18	0.197	0.238	1.000
