#N	alpha	gamma	mu	phi	psi	rho	sigm
0	1.000	0.582	1.192	0.809	0.667	0.000	0.805
1	0.393	1.307	1.245	0.845	0.808	1.000	0.975
2	0.040	1.484	1.042	0.436	0.586	1.000	0.856
3	0.083	1.414	1.406	0.517	0.794	1.000	0.770
4	1.000	0.918	1.039	0.811	0.741	0.000	0.747
5	0.211	1.499	1.177	0.934	0.660	1.000	0.816
6	0.083	1.059	1.167	0.793	0.873	1.000	0.538
7	0.393	0.526	1.046	0.890	0.547	1.000	0.556
8	0.051	1.018	1.422	0.482	0.667	1.000	0.506
9	0.175	1.464	1.195	0.495	0.964	1.000	0.904
10	0.081	0.609	1.409	0.815	0.973	1.000	0.841
11	1.000	1.331	1.466	0.983	0.912	0.000	0.948
12	0.075	1.142	1.195	0.795	0.802	1.000	0.870
13	0.034	0.665	1.270	0.122	0.561	1.000	0.812
14	0.075	0.847	1.393	0.643	0.570	1.000	0.547
15	0.288	0.568	1.368	0.213	0.854	1.000	0.572
16	0.154	1.081	1.405	0.936	0.913	1.000	0.693
17	0.393	1.234	1.350	0.092	0.763	1.000	0.984
18	0.032	0.787	1.079	0.968	0.507	1.000	0.934
19	0.023	1.207	1.476	0.007	0.886	1.000	0.831
#From	To	chi[to]	beta[fr]	lambda
0	7	0.212	0.066	1.000
0	15	0.132	0.446	1.000
0	17	0.270	0.488	1.000
1	1	0.526	0.241	1.000
1	5	0.042	0.095	1.000
1	9	0.119	0.138	1.000
1	10	0.036	0.255	1.000
1	12	0.171	0.244	1.000
1	14	0.327	0.025	1.000
2	8	0.219	0.409	1.000
2	13	0.188	0.023	1.000
2	18	0.023	0.288	1.000
2	19	0.367	0.280	1.000
3	2	0.045	0.105	1.000
3	8	0.025	0.273	1.000
3	10	0.169	0.249	1.000
3	12	0.049	0.035	1.000
3	13	0.111	0.297	1.000
3	14	0.025	0.041	1.000
4	7	0.296	0.289	1.000
4	15	0.509	0.355	1.000
4	17	0.190	0.356	1.000
5	3	1.000	0.186	1.000
5	5	0.222	0.172	1.000
5	6	1.000	0.082	1.000
5	10	0.147	0.197	1.000
5	12	0.167	0.146	1.000
5	14	0.048	0.218	1.000
6	2	0.505	0.278	1.000
6	8	0.040	0.289	1.000
6	10	0.020	0.052	1.000
6	12	0.182	0.121	1.000
6	13	0.056	0.157	1.000
6	14	0.139	0.102	1.000
7	1	0.474	0.227	1.000
7	5	0.141	0.252	1.000
7	9	0.292	0.185	1.000
7	10	0.097	0.142	1.000
7	12	0.242	0.012	1.000
7	14	0.041	0.182	1.000
8	8	0.123	0.244	1.000
8	13	0.097	0.339	1.000
8	18	0.084	0.101	1.000
8	19	0.157	0.316	1.000
9	9	0.248	0.456	1.000
9	10	0.088	0.274	1.000
9	12	0.035	0.216	1.000
9	14	0.059	0.055	1.000
10	8	0.201	0.077	1.000
10	13	0.122	0.443	1.000
10	18	0.239	0.178	1.000
10	19	0.435	0.302	1.000
11	7	0.492	0.432	1.000
11	17	0.540	0.568	1.000
12	8	0.193	0.317	1.000
12	13	0.008	0.319	1.000
12	18	0.064	0.043	1.000
12	19	0.041	0.320	1.000
13	13	0.123	0.209	1.000
13	18	0.231	0.791	1.000
14	13	0.107	0.186	1.000
14	18	0.022	0.814	1.000
15	5	0.347	0.170	1.000
15	9	0.234	0.560	1.000
15	10	0.231	0.076	1.000
15	12	0.064	0.077	1.000
15	14	0.250	0.117	1.000
16	2	0.450	0.010	1.000
16	8	0.200	0.105	1.000
16	9	0.106	0.147	1.000
16	10	0.106	0.120	1.000
16	12	0.090	0.195	1.000
16	13	0.066	0.188	1.000
16	14	0.111	0.236	1.000
17	5	0.248	0.421	1.000
17	10	0.107	0.057	1.000
17	15	0.359	0.387	1.000
17	16	1.000	0.135	1.000
18	13	0.088	0.196	1.000
18	18	0.195	0.804	1.000
19	13	0.034	0.595	1.000
19	18	0.143	0.405	1.000
