#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.393	0.615	1.125	0.745	0.619	1.000	0.803
1	0.393	1.203	1.134	0.506	0.534	1.000	0.972
2	0.154	1.370	1.303	0.103	0.992	1.000	0.776
3	1.000	1.410	1.424	0.236	0.609	0.000	0.809
4	0.122	1.049	1.411	0.426	0.569	1.000	0.744
5	1.000	0.632	1.412	0.327	0.735	0.000	0.519
6	0.393	1.207	1.312	0.759	0.902	1.000	0.705
7	0.246	1.023	1.221	0.255	0.771	1.000	0.956
8	0.141	0.561	1.200	0.783	0.877	1.000	0.927
9	0.085	1.071	1.366	0.290	0.702	1.000	0.734
10	1.000	0.542	1.386	0.827	0.705	0.000	0.898
11	0.195	1.160	1.049	0.795	0.883	1.000	0.513
12	0.089	0.634	1.025	0.626	0.555	1.000	0.756
13	0.146	0.649	1.065	0.724	0.795	1.000	0.986
14	0.075	0.750	1.107	0.034	0.837	1.000	0.983
15	1.000	0.866	1.088	0.663	0.867	0.000	0.856
16	0.086	1.324	1.145	0.615	0.566	1.000	0.658
17	0.040	0.989	1.024	0.099	0.706	1.000	0.581
18	0.077	0.850	1.327	0.989	0.977	1.000	0.997
19	0.393	1.177	1.247	0.669	0.506	1.000	0.665
#From	To	chi[to]	beta[fr]	lambda
0	0	0.602	0.277	1.000
0	2	0.169	0.275	1.000
0	6	0.853	0.201	1.000
0	7	0.323	0.066	1.000
0	11	0.122	0.180	1.000
1	4	0.549	0.019	1.000
1	7	0.271	0.228	1.000
1	9	0.127	0.222	1.000
1	11	0.204	0.194	1.000
1	12	0.077	0.115	1.000
1	18	0.096	0.222	1.000
2	9	0.059	0.193	1.000
2	12	0.203	0.222	1.000
2	13	0.113	0.186	1.000
2	14	0.052	0.139	1.000
2	18	0.006	0.260	1.000
3	8	0.409	0.362	1.000
3	14	0.143	0.414	1.000
3	16	0.510	0.224	1.000
4	9	0.232	0.212	1.000
4	12	0.141	0.285	1.000
4	13	0.295	0.201	1.000
4	14	0.119	0.156	1.000
4	18	0.125	0.145	1.000
5	0	0.050	0.358	1.000
5	1	0.383	0.429	1.000
5	11	0.266	0.214	1.000
6	0	0.348	0.017	1.000
6	2	0.831	0.235	1.000
6	6	0.147	0.299	1.000
6	7	0.129	0.361	1.000
6	11	0.346	0.088	1.000
7	4	0.451	0.118	1.000
7	7	0.277	0.120	1.000
7	9	0.055	0.227	1.000
7	11	0.007	0.219	1.000
7	12	0.017	0.285	1.000
7	18	0.135	0.031	1.000
8	8	0.071	0.782	1.000
8	16	0.038	0.218	1.000
9	12	0.094	0.330	1.000
9	14	0.051	0.052	1.000
9	17	0.287	0.487	1.000
9	18	0.131	0.131	1.000
10	19	0.181	1.000	1.000
11	12	0.004	0.054	1.000
11	14	0.101	0.356	1.000
11	17	0.196	0.423	1.000
11	18	0.061	0.168	1.000
12	12	0.214	0.139	1.000
12	14	0.138	0.118	1.000
12	17	0.026	0.449	1.000
12	18	0.123	0.294	1.000
13	9	0.495	0.181	1.000
13	12	0.207	0.240	1.000
13	13	0.236	0.389	1.000
13	14	0.105	0.173	1.000
13	18	0.050	0.017	1.000
14	8	0.212	0.447	1.000
14	14	0.115	0.121	1.000
14	16	0.452	0.432	1.000
15	1	0.617	0.405	1.000
15	11	0.055	0.264	1.000
15	19	0.819	0.330	1.000
16	8	0.309	1.000	1.000
17	14	0.002	0.436	1.000
17	18	0.082	0.564	1.000
18	12	0.018	0.314	1.000
18	14	0.030	0.402	1.000
18	17	0.491	0.107	1.000
18	18	0.125	0.177	1.000
19	9	0.032	0.061	1.000
19	12	0.024	0.194	1.000
19	13	0.356	0.362	1.000
19	14	0.145	0.102	1.000
19	18	0.065	0.281	1.000
