#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.066	0.985	1.204	0.236	0.571	1.000	0.768
1	0.078	1.408	1.266	0.782	0.694	1.000	0.000
2	0.055	0.567	1.268	0.643	0.802	1.000	0.000
3	0.167	0.599	1.406	0.649	0.641	1.000	0.889
4	0.259	1.390	1.353	0.779	0.642	1.000	0.907
5	0.121	1.329	1.481	0.901	0.938	1.000	0.594
6	1.000	1.066	1.457	0.286	0.779	0.000	0.933
7	1.000	1.023	1.497	0.996	0.671	0.000	0.709
8	0.259	0.682	1.194	0.919	0.943	1.000	0.886
9	0.154	0.550	1.117	0.287	0.913	1.000	0.000
10	1.000	0.769	1.189	0.401	0.655	0.000	0.667
11	0.288	1.392	1.375	0.702	0.684	1.000	0.840
12	0.298	1.237	1.372	0.987	0.942	1.000	0.874
13	0.167	0.875	1.457	0.486	0.663	1.000	0.817
14	0.086	0.876	1.373	0.241	0.913	1.000	0.837
15	1.000	0.631	1.011	0.871	0.900	0.000	0.684
16	1.000	0.646	1.475	0.689	0.777	0.000	0.787
17	0.167	1.032	1.005	0.887	0.808	1.000	0.985
18	0.288	0.743	1.405	0.947	0.728	1.000	0.946
19	0.393	0.755	1.126	0.819	0.754	1.000	0.929
#From	To	chi[to]	beta[fr]	lambda
0	1	0.039	1.000	1.000
1	1	0.036	1.000	1.000
3	1	0.354	1.000	1.000
4	0	0.211	0.223	1.000
4	1	0.025	0.152	1.000
4	2	0.049	0.328	1.000
4	5	0.121	0.297	1.000
5	0	0.243	0.454	1.000
5	1	0.330	0.054	1.000
5	2	0.171	0.266	1.000
5	5	0.134	0.226	1.000
6	11	0.466	0.357	1.000
6	18	0.041	0.350	1.000
6	19	1.000	0.293	1.000
7	3	0.281	0.370	1.000
7	12	0.155	0.347	1.000
7	13	0.446	0.178	1.000
7	17	0.322	0.105	1.000
8	3	0.145	0.452	1.000
8	12	0.004	0.218	1.000
8	13	0.209	0.037	1.000
8	17	0.278	0.292	1.000
10	11	0.344	0.253	1.000
10	18	0.467	0.747	1.000
11	4	0.221	0.100	1.000
11	8	0.489	0.673	1.000
11	12	0.060	0.227	1.000
12	3	0.574	0.115	1.000
12	12	0.338	0.605	1.000
12	13	0.345	0.046	1.000
12	17	0.400	0.234	1.000
13	1	0.023	1.000	1.000
14	0	0.223	0.019	1.000
14	1	0.194	0.170	1.000
14	2	0.780	0.774	1.000
14	5	0.204	0.036	1.000
15	4	0.127	0.590	1.000
15	8	0.309	0.091	1.000
15	12	0.269	0.319	1.000
16	4	0.653	0.056	1.000
16	8	0.203	0.201	1.000
16	12	0.174	0.743	1.000
17	0	0.134	0.363	1.000
17	5	0.238	0.575	1.000
17	14	0.212	0.062	1.000
18	0	0.188	0.327	1.000
18	5	0.303	0.412	1.000
18	14	0.788	0.261	1.000
19	9	1.000	0.098	1.000
19	11	0.190	0.768	1.000
19	18	0.492	0.134	1.000
