#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.095	0.729	1.200	0.690	0.642	1.000	0.587
1	0.092	1.483	1.311	0.013	0.626	1.000	0.500
2	1.000	1.417	1.407	0.164	0.972	0.000	0.544
3	0.393	0.883	1.358	0.831	0.819	1.000	0.548
4	0.147	1.110	1.038	0.793	0.815	1.000	0.705
5	0.246	0.547	1.473	0.581	0.817	1.000	0.549
6	1.000	0.567	1.398	0.751	0.618	0.000	0.771
7	1.000	1.320	1.375	0.106	0.934	0.000	0.910
8	0.124	1.247	1.405	0.890	0.527	1.000	0.813
9	1.000	1.196	1.398	0.150	0.747	0.000	0.711
10	0.132	1.108	1.392	0.827	0.606	1.000	0.885
11	0.393	1.185	1.371	0.082	0.922	1.000	0.846
12	1.000	0.956	1.434	0.962	0.708	0.000	0.798
13	1.000	0.729	1.390	0.754	0.912	0.000	0.874
14	0.393	1.161	1.364	0.196	0.721	1.000	0.781
15	0.393	0.660	1.283	0.306	0.810	1.000	0.672
16	0.150	0.723	1.225	0.314	0.670	1.000	0.739
17	1.000	1.365	1.494	0.287	0.809	0.000	0.787
18	0.095	1.407	1.241	0.115	0.841	1.000	0.560
19	0.147	1.088	1.229	0.538	0.957	1.000	0.536
20	0.141	1.223	1.373	0.259	0.788	1.000	0.537
21	0.059	1.166	1.278	0.089	0.921	1.000	0.956
22	0.393	0.554	1.488	0.373	0.754	1.000	0.843
23	1.000	1.051	1.103	0.580	0.924	0.000	0.568
24	0.154	0.982	1.064	0.960	0.503	1.000	0.731
25	0.147	0.546	1.465	0.259	0.843	1.000	0.871
26	1.000	1.013	1.386	0.674	0.655	0.000	0.635
27	1.000	0.939	1.116	0.002	0.592	0.000	0.600
28	0.103	1.401	1.133	0.595	0.855	1.000	0.522
29	0.141	1.360	1.138	0.745	0.903	1.000	0.838
#From	To	chi[to]	beta[fr]	lambda
0	18	0.232	0.229	1.000
0	21	0.235	0.771	1.000
1	0	0.043	0.239	1.000
1	16	0.046	0.255	1.000
1	28	0.053	0.310	1.000
1	29	0.009	0.196	1.000
2	11	0.211	0.386	1.000
2	14	0.555	0.320	1.000
2	15	0.048	0.027	1.000
2	16	0.063	0.267	1.000
3	5	0.789	0.236	1.000
3	10	0.094	0.085	1.000
3	16	0.060	0.080	1.000
3	20	0.097	0.226	1.000
3	24	1.000	0.298	1.000
3	29	0.082	0.075	1.000
4	1	0.199	0.192	1.000
4	8	0.207	0.213	1.000
4	10	0.037	0.153	1.000
4	16	0.051	0.219	1.000
4	28	0.037	0.125	1.000
4	29	0.100	0.098	1.000
5	8	0.152	0.058	1.000
5	10	0.198	0.057	1.000
5	16	0.061	0.449	1.000
5	20	0.030	0.296	1.000
5	29	0.075	0.140	1.000
6	8	0.196	0.189	1.000
6	10	0.144	0.257	1.000
6	16	0.008	0.083	1.000
6	20	0.434	0.241	1.000
6	29	0.020	0.230	1.000
7	1	0.241	0.031	1.000
7	4	0.279	0.128	1.000
7	8	0.102	0.216	1.000
7	10	0.032	0.173	1.000
7	16	0.031	0.111	1.000
7	19	0.715	0.050	1.000
7	25	0.706	0.080	1.000
7	28	0.114	0.105	1.000
7	29	0.042	0.107	1.000
8	0	0.096	0.350	1.000
8	16	0.040	0.195	1.000
8	28	0.009	0.378	1.000
8	29	0.080	0.077	1.000
9	0	0.145	0.508	1.000
9	16	0.078	0.062	1.000
9	28	0.074	0.395	1.000
9	29	0.057	0.035	1.000
10	0	0.180	0.662	1.000
10	18	0.107	0.309	1.000
10	28	0.154	0.029	1.000
11	18	0.081	0.486	1.000
11	21	0.208	0.514	1.000
12	18	0.023	1.000	1.000
13	0	0.027	0.263	1.000
13	16	0.079	0.403	1.000
13	28	0.064	0.108	1.000
13	29	0.068	0.226	1.000
