#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.167	1.301	1.363	0.826	0.959	1.000	0.540
1	0.246	0.818	1.332	0.425	0.747	1.000	0.692
2	0.045	0.887	1.196	0.958	0.601	1.000	0.940
3	0.097	0.952	1.382	0.936	0.965	1.000	0.787
4	0.116	0.931	1.369	0.476	0.587	1.000	0.723
5	0.035	0.953	1.447	0.455	0.645	1.000	0.982
6	0.099	0.617	1.320	0.246	0.656	1.000	0.635
7	0.095	1.275	1.218	0.935	0.601	1.000	0.809
8	0.116	0.654	1.029	0.477	0.606	1.000	0.866
9	0.058	0.772	1.391	0.971	0.850	1.000	0.696
10	0.052	1.254	1.088	0.081	0.936	1.000	0.562
11	1.000	0.671	1.209	0.446	0.779	0.000	0.961
12	1.000	0.525	1.442	0.164	0.965	0.000	0.912
13	1.000	0.851	1.484	0.643	0.968	0.000	0.605
14	0.044	0.858	1.360	0.665	0.830	1.000	1.000
15	1.000	0.548	1.207	0.317	0.934	0.000	0.576
16	1.000	0.764	1.135	0.965	0.516	0.000	0.773
17	1.000	0.693	1.203	0.516	0.518	0.000	0.773
18	0.118	0.827	1.269	0.529	0.518	1.000	0.983
19	0.052	0.932	1.285	0.985	0.588	1.000	0.752
20	1.000	0.599	1.101	0.813	0.734	0.000	0.638
21	0.068	0.790	1.016	0.738	0.578	1.000	0.905
22	0.113	0.908	1.233	0.576	0.615	1.000	0.929
23	0.039	1.374	1.226	0.254	0.554	1.000	0.954
24	0.121	1.479	1.017	0.963	0.891	1.000	0.619
25	0.393	1.438	1.216	0.981	0.684	1.000	0.602
26	0.132	0.608	1.350	0.045	0.547	1.000	0.805
27	0.094	1.316	1.174	0.926	0.656	1.000	0.742
28	0.058	0.873	1.270	0.854	0.631	1.000	0.777
29	0.133	0.838	1.086	0.554	0.702	1.000	0.958
#From	To	chi[to]	beta[fr]	lambda
0	0	0.217	0.219	1.000
0	7	0.096	0.198	1.000
0	9	0.129	0.217	1.000
0	19	0.214	0.007	1.000
0	21	0.002	0.105	1.000
0	23	0.069	0.035	1.000
0	27	0.023	0.203	1.000
0	28	0.440	0.016	1.000
1	3	1.000	0.036	1.000
1	6	0.265	0.142	1.000
1	18	0.056	0.114	1.000
1	22	0.207	0.236	1.000
1	27	0.063	0.240	1.000
1	29	0.135	0.232	1.000
2	5	0.025	0.265	1.000
2	23	0.009	0.735	1.000
3	4	0.224	0.178	1.000
3	6	0.157	0.031	1.000
3	7	0.019	0.012	1.000
3	8	0.121	0.154	1.000
3	18	0.154	0.168	1.000
3	22	0.169	0.108	1.000
3	24	0.078	0.116	1.000
3	26	0.225	0.039	1.000
3	27	0.014	0.037	1.000
3	29	0.038	0.157	1.000
4	2	0.471	0.209	1.000
4	7	0.038	0.049	1.000
4	19	0.266	0.057	1.000
4	21	0.065	0.229	1.000
4	23	0.109	0.300	1.000
4	27	0.069	0.156	1.000
5	5	0.113	0.538	1.000
5	23	0.101	0.462	1.000
6	0	0.128	0.132	1.000
6	7	0.097	0.031	1.000
6	18	0.120	0.218	1.000
6	21	0.044	0.273	1.000
6	24	0.116	0.044	1.000
6	27	0.117	0.226	1.000
6	29	0.106	0.075	1.000
7	5	0.045	0.379	1.000
7	21	0.012	0.491	1.000
7	23	0.085	0.130	1.000
8	0	0.033	0.036	1.000
8	7	0.061	0.179	1.000
8	18	0.002	0.080	1.000
8	21	0.107	0.162	1.000
8	24	0.048	0.211	1.000
8	27	0.095	0.202	1.000
8	29	0.022	0.129	1.000
9	5	0.099	0.589	1.000
9	23	0.109	0.411	1.000
10	4	0.162	0.007	1.000
10	6	0.176	0.185	1.000
10	7	0.028	0.062	1.000
10	8	0.302	0.187	1.000
10	18	0.169	0.050	1.000
10	22	0.011	0.182	1.000
