#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.235	0.827	1.101	0.522	0.590	1.000	0.846
1	1.000	1.418	1.227	0.689	0.881	0.000	0.926
2	0.393	1.480	1.289	0.134	0.959	1.000	0.977
3	1.000	0.630	1.280	0.363	0.875	0.000	0.643
4	1.000	1.336	1.492	0.687	0.877	0.000	0.625
5	1.000	0.855	1.077	0.870	0.920	0.000	0.882
6	1.000	0.551	1.181	0.853	0.910	0.000	0.644
7	0.171	1.459	1.127	0.202	0.879	1.000	0.506
8	1.000	0.718	1.421	0.859	0.622	0.000	0.914
9	1.000	0.916	1.461	0.646	0.589	0.000	0.577
10	0.141	1.275	1.005	0.166	0.566	1.000	0.000
11	0.246	1.213	1.222	0.761	0.590	1.000	0.789
12	0.293	0.591	1.181	0.958	0.779	1.000	0.770
13	0.195	1.323	1.047	0.533	0.982	1.000	0.987
14	0.246	1.303	1.363	0.770	0.601	1.000	0.714
15	0.627	1.093	1.299	0.127	0.955	1.000	0.754
16	0.496	0.930	1.146	0.475	0.527	1.000	0.532
17	0.180	1.400	1.338	0.585	0.822	1.000	0.950
18	0.393	0.857	1.342	0.027	0.525	1.000	0.000
19	0.336	0.801	1.420	0.117	0.996	1.000	0.991
#From	To	chi[to]	beta[fr]	lambda
0	10	0.067	0.769	1.000
0	17	0.013	0.231	1.000
1	10	0.090	0.239	1.000
1	17	0.135	0.761	1.000
2	17	0.086	1.000	1.000
3	0	0.290	0.360	1.000
3	12	0.171	0.040	1.000
3	13	0.255	0.418	1.000
3	14	0.514	0.181	1.000
4	2	1.000	0.128	1.000
4	7	0.188	0.206	1.000
4	13	0.170	0.320	1.000
4	17	0.055	0.278	1.000
4	19	0.377	0.070	1.000
5	18	0.456	1.000	1.000
6	15	0.240	0.416	1.000
6	18	0.544	0.584	1.000
7	10	0.243	0.631	1.000
7	17	0.060	0.369	1.000
8	10	0.256	0.809	1.000
8	17	0.130	0.191	1.000
9	0	0.018	0.151	1.000
9	12	0.255	0.423	1.000
9	13	0.020	0.240	1.000
9	14	0.190	0.187	1.000
11	0	0.267	0.421	1.000
11	13	0.200	0.329	1.000
11	14	0.295	0.250	1.000
12	10	0.113	0.303	1.000
12	13	0.193	0.029	1.000
12	17	0.122	0.669	1.000
13	17	0.084	1.000	1.000
14	7	0.576	0.161	1.000
14	13	0.017	0.135	1.000
14	17	0.070	0.032	1.000
14	19	0.053	0.672	1.000
15	0	0.124	0.203	1.000
15	11	1.000	0.133	1.000
15	12	0.270	0.096	1.000
15	13	0.097	0.233	1.000
15	15	0.760	0.080	1.000
15	16	0.454	0.255	1.000
16	0	0.301	0.065	1.000
16	12	0.304	0.443	1.000
16	13	0.021	0.369	1.000
16	16	0.546	0.123	1.000
17	10	0.232	0.270	1.000
17	17	0.139	0.730	1.000
19	7	0.236	0.229	1.000
19	13	0.027	0.267	1.000
19	17	0.104	0.249	1.000
19	19	0.570	0.255	1.000
