#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.115	1.113	1.101	0.225	0.544	1.000	0.512
1	0.125	0.717	1.289	0.049	0.916	1.000	0.641
2	0.023	0.987	1.159	0.750	0.928	1.000	0.938
3	0.032	1.337	1.002	0.298	0.841	1.000	0.789
4	0.026	0.699	1.407	0.569	0.681	1.000	0.873
5	0.040	1.111	1.323	0.888	0.549	1.000	0.904
6	0.131	0.611	1.028	0.095	0.637	1.000	0.522
7	0.020	1.169	1.242	0.483	0.697	1.000	0.707
8	0.014	0.519	1.388	0.983	0.560	1.000	0.856
9	0.017	1.216	1.406	0.799	0.606	1.000	0.640
10	0.020	1.084	1.169	0.183	0.551	1.000	0.643
11	0.010	1.373	1.373	0.189	0.951	1.000	0.504
12	0.083	0.810	1.322	0.907	0.902	1.000	0.755
13	0.044	0.659	1.112	0.481	0.680	1.000	0.516
14	0.078	1.152	1.093	0.300	0.988	1.000	0.779
15	0.052	0.702	1.091	0.033	0.740	1.000	0.822
16	0.393	1.497	1.284	0.597	0.782	1.000	0.666
17	0.022	0.952	1.273	0.860	0.555	1.000	0.990
18	0.393	1.235	1.143	0.826	0.821	1.000	0.755
19	1.000	1.192	1.104	0.822	0.970	0.000	0.516
20	0.049	1.455	1.201	0.535	0.564	1.000	0.856
21	0.027	1.253	1.068	0.779	0.559	1.000	0.850
22	0.211	0.727	1.323	0.849	0.719	1.000	0.511
23	0.021	0.863	1.345	0.253	0.574	1.000	0.525
24	0.017	0.964	1.230	0.138	0.671	1.000	0.951
25	0.050	0.506	1.393	0.281	0.961	1.000	0.735
26	0.167	0.782	1.370	0.105	0.612	1.000	0.695
27	0.026	1.211	1.245	0.562	0.618	1.000	0.936
28	0.016	1.159	1.270	0.331	0.826	1.000	0.855
29	0.120	0.961	1.324	0.248	0.626	1.000	0.954
#From	To	chi[to]	beta[fr]	lambda
0	0	0.134	0.154	1.000
0	3	0.144	0.136	1.000
0	5	0.403	0.156	1.000
0	13	0.182	0.149	1.000
0	14	0.281	0.076	1.000
0	20	0.160	0.029	1.000
0	21	0.043	0.147	1.000
0	25	0.509	0.154	1.000
1	8	0.040	0.014	1.000
1	9	0.036	0.399	1.000
1	11	0.185	0.135	1.000
1	24	0.094	0.095	1.000
1	28	0.130	0.356	1.000
2	7	0.161	0.090	1.000
2	8	0.026	0.243	1.000
2	9	0.092	0.129	1.000
2	10	0.292	0.256	1.000
2	21	0.049	0.145	1.000
2	23	0.101	0.126	1.000
2	24	0.031	0.010	1.000
3	8	0.061	0.205	1.000
3	9	0.068	0.061	1.000
3	11	0.075	0.137	1.000
3	24	0.066	0.309	1.000
3	28	0.079	0.288	1.000
4	8	0.093	0.252	1.000
4	9	0.080	0.228	1.000
4	11	0.164	0.184	1.000
4	24	0.085	0.214	1.000
4	28	0.063	0.122	1.000
5	2	0.042	0.015	1.000
5	3	0.069	0.030	1.000
5	13	0.056	0.207	1.000
5	17	0.291	0.194	1.000
5	20	0.124	0.038	1.000
5	21	0.056	0.252	1.000
5	23	0.124	0.264	1.000
6	2	0.272	0.121	1.000
6	3	0.090	0.185	1.000
6	4	0.197	0.037	1.000
6	6	0.241	0.039	1.000
6	10	0.414	0.055	1.000
6	17	0.184	0.007	1.000
6	20	0.042	0.115	1.000
6	21	0.105	0.168	1.000
6	23	0.007	0.119	1.000
6	24	0.016	0.088	1.000
6	27	0.151	0.066	1.000
7	7	0.194	0.155	1.000
7	8	0.109	0.192	1.000
7	9	0.099	0.138	1.000
7	21	0.106	0.158	1.000
7	23	0.107	0.171	1.000
7	24	0.081	0.095	1.000
7	28	0.103	0.090	1.000
8	8	0.001	0.009	1.000
8	11	0.142	0.340	1.000
8	24	0.069	0.202	1.000
8	28	0.080	0.449	1.000
9	7	0.082	0.146	1.000
9	8	0.028	0.065	1.000
9	9	0.084	0.098	1.000
9	11	0.112	0.176	1.000
9	23	0.046	0.034	1.000
9	24	0.101	0.246	1.000
9	28	0.089	0.235	1.000
10	8	0.102	1.000	1.000
11	8	0.067	1.000	1.000
12	0	0.705	0.094	1.000
12	3	0.028	0.120	1.000
12	13	0.053	0.027	1.000
12	14	0.188	0.176	1.000
12	15	0.391	0.054	1.000
12	20	0.022	0.150	1.000
12	21	0.018	0.078	1.000
12	25	0.168	0.144	1.000
12	29	0.039	0.158	1.000
13	2	0.446	0.055	1.000
13	3	0.132	0.048	1.000
13	4	0.262	0.061	1.000
13	6	0.759	0.140	1.000
13	10	0.011	0.154	1.000
13	17	0.033	0.142	1.000
13	20	0.163	0.033	1.000
13	21	0.096	0.174	1.000
13	23	0.117	0.032	1.000
13	24	0.061	0.128	1.000
13	27	0.045	0.033	1.000
14	3	0.169	0.163	1.000
14	5	0.504	0.063	1.000
14	13	0.118	0.347	1.000
14	20	0.018	0.258	1.000
14	21	0.054	0.169	1.000
15	3	0.076	0.303	1.000
15	13	0.128	0.234	1.000
15	20	0.014	0.159	1.000
15	21	0.077	0.304	1.000
16	1	0.402	0.199	1.000
16	13	0.178	0.095	1.000
16	14	0.279	0.192	1.000
16	16	0.246	0.140	1.000
16	20	0.014	0.104	1.000
16	22	0.467	0.114	1.000
16	26	0.216	0.035	1.000
16	29	0.357	0.122	1.000
17	7	0.154	0.270	1.000
17	8	0.095	0.031	1.000
17	9	0.123	0.038	1.000
17	11	0.176	0.117	1.000
17	23	0.097	0.198	1.000
17	24	0.013	0.136	1.000
17	28	0.033	0.210	1.000
18	1	0.287	0.244	1.000
18	13	0.141	0.183	1.000
18	14	0.112	0.158	1.000
18	16	0.754	0.093	1.000
18	20	0.022	0.052	1.000
18	22	0.476	0.169	1.000
18	26	0.034	0.023	1.000
18	29	0.291	0.078	1.000
19	18	1.000	0.261	1.000
19	20	0.082	0.038	1.000
19	22	0.057	0.036	1.000
19	26	0.400	0.339	1.000
19	29	0.080	0.326	1.000
20	4	0.541	0.129	1.000
20	7	0.014	0.124	1.000
20	8	0.045	0.098	1.000
20	10	0.283	0.040	1.000
20	17	0.302	0.138	1.000
20	21	0.054	0.072	1.000
20	23	0.025	0.139	1.000
20	24	0.052	0.073	1.000
20	27	0.804	0.187	1.000
21	7	0.088	0.093	1.000
21	8	0.039	0.248	1.000
21	9	0.079	0.184	1.000
21	23	0.081	0.058	1.000
21	24	0.027	0.222	1.000
21	28	0.030	0.196	1.000
22	1	0.311	0.009	1.000
22	3	0.094	0.167	1.000
22	12	1.000	0.070	1.000
22	13	0.053	0.161	1.000
22	14	0.140	0.016	1.000
22	15	0.609	0.043	1.000
22	20	0.124	0.003	1.000
22	21	0.089	0.099	1.000
22	25	0.323	0.206	1.000
22	26	0.350	0.220	1.000
22	29	0.232	0.006	1.000
23	7	0.059	0.123	1.000
23	8	0.101	0.271	1.000
23	9	0.049	0.273	1.000
23	23	0.050	0.045	1.000
23	24	0.018	0.273	1.000
23	28	0.097	0.015	1.000
24	8	0.046	0.211	1.000
24	9	0.056	0.095	1.000
24	11	0.096	0.208	1.000
24	24	0.050	0.193	1.000
24	28	0.077	0.293	1.000
25	2	0.240	0.144	1.000
25	3	0.126	0.271	1.000
25	13	0.049	0.042	1.000
25	17	0.190	0.022	1.000
25	20	0.166	0.282	1.000
25	21	0.095	0.212	1.000
25	23	0.088	0.026	1.000
26	7	0.197	0.068	1.000
26	8	0.064	0.124	1.000
26	9	0.100	0.229	1.000
26	21	0.095	0.101	1.000
26	23	0.075	0.078	1.000
26	24	0.103	0.258	1.000
26	28	0.102	0.141	1.000
27	7	0.050	0.084	1.000
27	8	0.078	0.220	1.000
27	9	0.005	0.191	1.000
27	23	0.082	0.089	1.000
27	24	0.051	0.230	1.000
27	28	0.108	0.185	1.000
28	8	0.006	0.165	1.000
28	9	0.129	0.064	1.000
28	11	0.049	0.145	1.000
28	24	0.082	0.322	1.000
28	28	0.010	0.304	1.000
29	0	0.161	0.155	1.000
29	3	0.073	0.259	1.000
29	5	0.094	0.152	1.000
29	13	0.040	0.015	1.000
29	20	0.050	0.212	1.000
29	21	0.065	0.207	1.000
