#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.270	1.144	1.185	0.303	0.759	1.000	0.676
1	0.094	0.640	1.243	0.712	0.725	1.000	0.000
2	0.393	0.680	1.400	0.802	0.624	1.000	0.912
3	0.129	0.797	1.241	0.323	0.813	1.000	0.989
4	0.106	1.316	1.385	0.830	0.987	1.000	0.958
5	1.000	0.681	1.020	0.167	0.574	0.000	0.864
6	0.106	1.356	1.394	0.655	0.672	1.000	0.677
7	0.144	0.610	1.199	0.825	0.503	1.000	0.889
8	0.393	0.873	1.074	0.820	0.509	1.000	0.634
9	0.151	0.765	1.471	0.570	0.802	1.000	0.760
10	1.000	1.427	1.378	0.662	0.573	0.000	0.939
11	0.106	1.343	1.473	0.006	0.996	1.000	0.833
12	0.393	0.626	1.142	0.826	0.997	1.000	0.909
13	1.000	0.501	1.245	0.461	0.882	0.000	0.984
14	0.393	0.826	1.470	0.180	0.729	1.000	0.942
15	0.246	0.765	1.331	0.207	0.674	1.000	0.994
16	0.122	1.226	1.172	0.100	0.686	1.000	0.533
17	1.000	0.943	1.260	0.919	0.880	0.000	0.869
18	1.000	1.398	1.310	0.890	0.757	0.000	0.849
19	0.228	0.691	1.162	0.135	0.525	1.000	0.594
20	0.151	0.519	1.318	0.388	0.961	1.000	0.849
21	0.106	0.993	1.030	0.891	0.884	1.000	0.558
22	0.311	1.179	1.277	0.730	0.845	1.000	0.624
23	1.000	1.448	1.128	0.351	0.857	0.000	0.972
24	1.000	1.127	1.421	0.855	0.538	0.000	0.930
25	1.000	0.585	1.444	0.909	0.565	0.000	0.687
26	0.270	1.300	1.491	0.661	0.696	1.000	0.860
27	0.627	1.202	1.431	0.644	0.631	1.000	0.702
28	0.234	1.391	1.457	0.509	0.513	1.000	0.791
29	0.266	1.458	1.339	0.028	0.539	1.000	0.661
#From	To	chi[to]	beta[fr]	lambda
0	3	0.042	0.206	1.000
0	7	0.231	0.164	1.000
0	16	0.097	0.481	1.000
0	20	0.045	0.148	1.000
1	1	0.026	1.000	1.000
2	1	0.221	0.446	1.000
2	3	0.049	0.086	1.000
2	20	0.139	0.467	1.000
3	1	0.061	1.000	1.000
4	1	0.024	1.000	1.000
5	0	0.241	0.090	1.000
5	12	0.128	0.348	1.000
5	15	0.093	0.082	1.000
5	26	0.180	0.067	1.000
5	29	0.157	0.413	1.000
6	1	0.034	1.000	1.000
7	1	0.135	1.000	1.000
8	0	0.044	0.194	1.000
8	12	0.117	0.306	1.000
8	15	0.392	0.172	1.000
8	26	0.202	0.177	1.000
8	29	0.031	0.151	1.000
9	3	0.080	0.660	1.000
9	16	0.042	0.130	1.000
9	20	0.070	0.209	1.000
10	9	0.142	0.202	1.000
10	19	0.457	0.258	1.000
10	22	0.919	0.181	1.000
10	27	0.290	0.129	1.000
10	29	0.212	0.230	1.000
11	3	0.014	0.027	1.000
11	16	0.023	0.908	1.000
11	20	0.149	0.065	1.000
12	0	0.185	0.313	1.000
12	12	0.375	0.085	1.000
12	15	0.366	0.211	1.000
12	26	0.158	0.199	1.000
12	29	0.253	0.192	1.000
13	0	0.261	0.351	1.000
13	2	1.000	0.339	1.000
13	8	1.000	0.161	1.000
13	26	0.216	0.150	1.000
14	3	0.006	0.354	1.000
14	7	0.084	0.178	1.000
14	16	0.137	0.109	1.000
14	20	0.053	0.359	1.000
15	3	0.007	0.147	1.000
15	7	0.254	0.391	1.000
15	16	0.020	0.355	1.000
15	20	0.102	0.106	1.000
16	1	0.184	1.000	1.000
17	3	0.060	0.117	1.000
17	7	0.078	0.232	1.000
17	16	0.071	0.473	1.000
17	20	0.151	0.178	1.000
18	1	0.238	1.000	1.000
19	3	0.029	0.321	1.000
19	7	0.169	0.125	1.000
19	16	0.053	0.258	1.000
19	20	0.032	0.296	1.000
20	3	0.050	0.069	1.000
20	7	0.026	0.136	1.000
20	16	0.095	0.435	1.000
20	20	0.119	0.360	1.000
21	1	0.077	1.000	1.000
22	3	0.096	0.013	1.000
22	4	0.703	0.151	1.000
22	6	0.387	0.140	1.000
22	9	0.129	0.279	1.000
22	11	0.180	0.109	1.000
22	19	0.294	0.045	1.000
22	21	0.262	0.205	1.000
22	28	0.396	0.058	1.000
23	3	0.151	0.398	1.000
23	7	0.158	0.303	1.000
23	16	0.016	0.199	1.000
23	20	0.008	0.100	1.000
24	3	0.025	0.206	1.000
24	16	0.017	0.145	1.000
24	20	0.037	0.649	1.000
25	0	0.268	0.090	1.000
25	12	0.380	0.185	1.000
25	14	1.000	0.187	1.000
25	15	0.149	0.019	1.000
25	26	0.244	0.213	1.000
25	29	0.093	0.306	1.000
26	3	0.125	0.249	1.000
26	9	0.048	0.096	1.000
26	11	0.387	0.276	1.000
26	16	0.177	0.105	1.000
26	20	0.034	0.099	1.000
26	21	0.142	0.175	1.000
27	3	0.011	0.150	1.000
27	9	0.237	0.185	1.000
27	19	0.249	0.180	1.000
27	22	0.081	0.203	1.000
27	27	0.710	0.278	1.000
27	29	0.254	0.005	1.000
28	3	0.153	0.007	1.000
28	4	0.297	0.152	1.000
28	6	0.613	0.162	1.000
28	9	0.212	0.027	1.000
28	11	0.194	0.008	1.000
28	16	0.156	0.206	1.000
28	20	0.023	0.269	1.000
28	21	0.494	0.139	1.000
28	28	0.373	0.030	1.000
29	3	0.103	0.175	1.000
29	9	0.233	0.104	1.000
29	11	0.239	0.309	1.000
29	16	0.098	0.080	1.000
29	20	0.040	0.044	1.000
29	21	0.102	0.155	1.000
29	28	0.231	0.133	1.000
