#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.393	1.495	1.232	0.731	0.926	1.000	0.971
1	0.154	0.617	1.115	0.933	0.878	1.000	0.954
2	1.000	1.218	1.489	0.674	0.506	0.000	0.857
3	1.000	0.824	1.363	0.065	0.833	0.000	0.687
4	0.224	1.460	1.336	0.421	0.828	1.000	0.646
5	1.000	0.838	1.160	0.953	0.550	0.000	0.824
6	0.169	1.222	1.198	0.360	0.796	1.000	0.897
7	1.000	1.178	1.329	0.743	0.574	0.000	0.520
8	0.230	0.836	1.114	0.534	0.680	1.000	0.000
9	0.246	1.150	1.448	0.218	0.840	1.000	0.730
#From	To	chi[to]	beta[fr]	lambda
0	1	1.000	0.342	1.000
0	6	0.192	0.458	1.000
0	9	0.341	0.200	1.000
1	6	0.108	1.000	1.000
2	4	0.038	0.275	1.000
2	8	0.119	0.725	1.000
3	0	1.000	0.395	1.000
3	6	0.129	0.182	1.000
3	9	0.659	0.424	1.000
4	4	0.425	0.690	1.000
4	8	0.198	0.310	1.000
5	8	0.041	1.000	1.000
6	4	0.444	0.731	1.000
6	8	0.158	0.269	1.000
7	6	0.265	0.210	1.000
7	8	0.133	0.790	1.000
8	8	0.137	1.000	1.000
9	4	0.093	0.330	1.000
9	6	0.307	0.266	1.000
9	8	0.213	0.404	1.000
