#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.173	0.528	1.362	0.165	0.792	1.000	0.973
1	0.097	1.269	1.384	0.956	0.629	1.000	0.612
2	0.113	0.997	1.258	0.171	0.569	1.000	0.000
3	0.110	0.845	1.371	0.588	0.599	1.000	0.768
4	1.000	1.045	1.166	0.333	0.604	0.000	0.859
5	0.061	0.578	1.456	0.649	0.871	1.000	0.530
6	1.000	1.199	1.067	0.078	0.543	0.000	0.566
7	1.000	1.016	1.220	0.081	0.903	0.000	0.784
8	1.000	1.419	1.085	0.564	0.773	0.000	0.763
9	0.393	0.748	1.013	0.403	0.834	1.000	0.000
10	0.089	1.261	1.206	0.755	0.968	1.000	0.000
11	0.154	1.480	1.301	0.042	0.562	1.000	0.971
12	1.000	1.176	1.431	0.844	0.820	0.000	0.625
13	0.137	0.628	1.268	0.464	0.954	1.000	0.772
14	0.132	0.693	1.006	0.157	0.647	1.000	0.973
15	0.073	0.924	1.013	0.661	0.500	1.000	0.000
16	0.200	1.175	1.105	0.789	0.819	1.000	0.943
17	0.393	1.133	1.330	0.968	0.889	1.000	0.539
18	0.393	1.197	1.079	0.361	0.861	1.000	0.609
19	1.000	0.962	1.434	0.537	0.746	0.000	0.795
#From	To	chi[to]	beta[fr]	lambda
0	2	0.094	0.246	1.000
0	3	0.119	0.294	1.000
0	10	0.142	0.311	1.000
0	13	0.090	0.083	1.000
0	15	0.333	0.066	1.000
1	0	0.305	0.330	1.000
1	2	0.081	0.211	1.000
1	3	0.126	0.163	1.000
1	14	0.376	0.296	1.000
3	2	0.144	0.487	1.000
3	10	0.067	0.226	1.000
3	13	0.082	0.287	1.000
4	0	0.012	0.223	1.000
4	2	0.068	0.275	1.000
4	3	0.139	0.142	1.000
4	13	0.067	0.234	1.000
4	16	0.346	0.125	1.000
5	10	0.194	0.958	1.000
5	13	0.125	0.042	1.000
6	17	1.000	0.737	1.000
6	18	0.513	0.263	1.000
7	10	0.210	0.486	1.000
7	13	0.153	0.514	1.000
8	2	0.146	0.446	1.000
8	10	0.151	0.434	1.000
8	13	0.155	0.121	1.000
11	1	0.501	0.305	1.000
11	2	0.092	0.107	1.000
11	3	0.049	0.438	1.000
11	5	1.000	0.150	1.000
12	18	0.487	1.000	1.000
13	10	0.038	0.223	1.000
13	13	0.135	0.777	1.000
14	2	0.069	0.187	1.000
14	3	0.002	0.163	1.000
14	13	0.045	0.318	1.000
14	16	0.460	0.333	1.000
16	2	0.066	0.058	1.000
16	3	0.056	0.145	1.000
16	10	0.198	0.208	1.000
16	13	0.148	0.356	1.000
16	15	0.667	0.233	1.000
17	1	0.499	0.242	1.000
17	2	0.007	0.133	1.000
17	3	0.177	0.302	1.000
17	11	1.000	0.323	1.000
18	0	0.322	0.285	1.000
18	2	0.120	0.193	1.000
18	3	0.169	0.141	1.000
18	14	0.356	0.381	1.000
19	0	0.362	0.099	1.000
19	2	0.113	0.032	1.000
19	3	0.163	0.212	1.000
19	9	1.000	0.413	1.000
19	14	0.269	0.078	1.000
19	16	0.195	0.166	1.000
