#N	alpha	gamma	mu	phi	psi	rho	sigm
0	1.000	0.668	1.167	0.735	0.780	0.000	0.579
1	0.169	1.436	1.433	0.001	0.584	1.000	0.626
2	0.393	1.326	1.322	0.878	0.682	1.000	0.603
3	0.101	0.691	1.235	0.634	0.591	1.000	0.978
4	0.050	0.882	1.264	0.601	0.529	1.000	0.835
5	0.179	1.367	1.123	0.616	0.895	1.000	0.997
6	0.393	1.246	1.410	0.812	0.610	1.000	0.753
7	0.031	1.450	1.302	0.089	0.925	1.000	0.824
8	0.095	0.802	1.326	0.747	0.759	1.000	0.797
9	0.246	1.396	1.476	0.398	0.826	1.000	0.831
10	0.132	1.395	1.024	0.250	0.789	1.000	0.888
11	0.067	1.249	1.211	0.045	0.762	1.000	0.775
12	1.000	0.604	1.499	0.353	0.994	0.000	0.584
13	1.000	1.259	1.183	0.162	0.744	0.000	0.698
14	0.047	0.658	1.356	0.657	0.838	1.000	0.763
15	0.074	1.444	1.224	0.528	0.879	1.000	0.671
16	0.336	0.598	1.229	0.941	0.946	1.000	0.706
17	0.127	0.511	1.225	0.276	0.787	1.000	0.636
18	0.113	1.256	1.046	0.878	0.509	1.000	0.615
19	0.246	0.624	1.330	0.147	0.676	1.000	0.879
20	0.079	1.327	1.182	0.459	0.591	1.000	0.591
21	1.000	0.859	1.398	0.190	0.587	0.000	0.558
22	0.288	1.399	1.277	0.617	0.916	1.000	0.863
23	0.124	0.762	1.175	0.121	0.646	1.000	0.993
24	0.122	0.931	1.126	0.146	0.680	1.000	0.650
25	0.050	0.726	1.031	0.861	0.839	1.000	0.623
26	0.393	0.831	1.153	0.001	0.691	1.000	0.952
27	0.122	0.604	1.160	0.016	0.946	1.000	0.597
28	1.000	1.426	1.285	0.727	0.980	0.000	0.637
29	1.000	1.273	1.033	0.114	0.664	0.000	0.702
#From	To	chi[to]	beta[fr]	lambda
0	9	0.294	1.000	1.000
1	1	0.249	0.070	1.000
1	3	0.184	0.203	1.000
1	5	0.369	0.216	1.000
1	8	0.161	0.113	1.000
1	17	0.082	0.190	1.000
1	23	0.012	0.053	1.000
1	24	0.208	0.032	1.000
1	27	0.093	0.122	1.000
2	1	0.320	0.011	1.000
2	3	0.247	0.035	1.000
2	5	0.150	0.237	1.000
2	8	0.219	0.054	1.000
2	17	0.076	0.025	1.000
2	23	0.188	0.266	1.000
2	24	0.137	0.126	1.000
2	27	0.056	0.245	1.000
3	4	0.111	0.321	1.000
3	14	0.222	0.433	1.000
3	25	0.096	0.246	1.000
4	4	0.086	0.309	1.000
4	14	0.059	0.348	1.000
4	25	0.009	0.343	1.000
5	1	0.029	0.240	1.000
5	3	0.241	0.197	1.000
5	5	0.191	0.049	1.000
5	8	0.590	0.116	1.000
5	17	0.145	0.014	1.000
5	23	0.259	0.017	1.000
5	24	0.063	0.302	1.000
5	27	0.223	0.064	1.000
6	9	0.375	0.090	1.000
6	19	0.120	0.910	1.000
7	4	0.003	0.193	1.000
7	14	0.220	0.530	1.000
7	25	0.072	0.277	1.000
8	4	0.002	0.968	1.000
8	25	0.062	0.032	1.000
9	1	0.360	0.133	1.000
9	3	0.108	0.122	1.000
9	5	0.072	0.027	1.000
9	16	0.411	0.130	1.000
9	17	0.167	0.117	1.000
9	18	0.639	0.094	1.000
9	23	0.107	0.125	1.000
9	24	0.192	0.074	1.000
9	27	0.251	0.178	1.000
10	4	0.073	0.050	1.000
10	11	0.279	0.058	1.000
10	15	0.257	0.339	1.000
10	17	0.043	0.275	1.000
10	20	0.105	0.277	1.000
11	4	0.104	0.567	1.000
11	14	0.096	0.284	1.000
11	25	0.036	0.149	1.000
12	4	0.118	0.305	1.000
12	11	0.154	0.042	1.000
12	15	0.096	0.122	1.000
12	17	0.097	0.135	1.000
12	20	0.250	0.065	1.000
12	25	0.104	0.332	1.000
13	2	1.000	0.220	1.000
13	6	1.000	0.178	1.000
13	9	0.019	0.122	1.000
13	19	0.880	0.080	1.000
13	26	1.000	0.400	1.000
14	4	0.074	0.283	1.000
14	14	0.168	0.115	1.000
14	25	0.005	0.603	1.000
15	4	0.012	0.597	1.000
15	25	0.127	0.403	1.000
16	1	0.042	0.019	1.000
16	3	0.016	0.099	1.000
16	5	0.016	0.125	1.000
16	10	1.000	0.122	1.000
16	16	0.546	0.150	1.000
16	17	0.062	0.037	1.000
16	18	0.361	0.059	1.000
16	23	0.274	0.122	1.000
16	24	0.040	0.136	1.000
16	27	0.078	0.132	1.000
17	4	0.009	0.228	1.000
