#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.393	1.284	1.227	0.754	0.857	1.000	0.725
1	1.000	0.707	1.109	0.154	0.847	0.000	0.518
2	0.214	1.199	1.328	0.939	0.951	1.000	0.546
3	0.158	0.954	1.231	0.605	0.656	1.000	0.709
4	0.106	0.613	1.318	0.870	0.973	1.000	0.000
5	1.000	1.141	1.343	0.462	0.688	0.000	0.952
6	0.249	1.152	1.085	0.586	0.531	1.000	0.877
7	1.000	0.821	1.294	0.505	0.788	0.000	0.850
8	0.210	1.373	1.118	0.394	0.996	1.000	0.755
9	0.277	0.773	1.081	0.536	0.671	1.000	0.768
10	0.393	0.560	1.184	0.597	0.827	1.000	0.994
11	0.246	1.251	1.385	0.838	0.901	1.000	0.737
12	1.000	0.663	1.390	0.653	0.691	0.000	0.842
13	0.122	0.684	1.279	0.359	0.912	1.000	0.596
14	0.246	0.807	1.322	0.369	0.880	1.000	0.823
15	1.000	1.331	1.116	0.532	0.921	0.000	0.838
16	0.160	1.173	1.168	0.294	0.943	1.000	0.547
17	0.210	0.551	1.101	0.115	0.542	1.000	0.772
18	1.000	0.882	1.250	0.986	0.728	0.000	0.730
19	1.000	1.228	1.475	0.909	0.870	0.000	0.816
#From	To	chi[to]	beta[fr]	lambda
0	6	0.184	0.250	1.000
0	9	0.149	0.326	1.000
0	11	0.431	0.047	1.000
0	14	0.015	0.234	1.000
0	17	0.091	0.143	1.000
1	0	0.404	0.228	1.000
1	9	0.064	0.055	1.000
1	14	0.366	0.393	1.000
1	17	0.187	0.324	1.000
2	3	0.046	0.360	1.000
2	4	0.143	0.165	1.000
2	13	0.163	0.474	1.000
3	3	0.124	0.023	1.000
3	4	0.042	0.447	1.000
3	13	0.280	0.530	1.000
4	4	0.091	1.000	1.000
5	2	0.007	0.402	1.000
5	3	0.133	0.088	1.000
5	6	0.037	0.412	1.000
5	8	0.097	0.067	1.000
5	10	0.293	0.032	1.000
6	2	0.158	0.245	1.000
6	3	0.080	0.355	1.000
6	6	0.098	0.157	1.000
6	8	0.047	0.243	1.000
7	2	0.125	0.270	1.000
7	6	0.062	0.208	1.000
7	8	0.075	0.167	1.000
7	9	0.167	0.101	1.000
7	16	0.299	0.120	1.000
7	17	0.038	0.136	1.000
8	3	0.158	0.408	1.000
8	4	0.103	0.227	1.000
8	13	0.272	0.366	1.000
9	2	0.121	0.221	1.000
9	6	0.117	0.116	1.000
9	8	0.137	0.207	1.000
9	9	0.064	0.249	1.000
9	16	0.558	0.044	1.000
9	17	0.198	0.164	1.000
10	3	0.117	0.358	1.000
10	4	0.198	0.492	1.000
10	8	0.069	0.150	1.000
11	2	0.122	0.358	1.000
11	6	0.081	0.331	1.000
11	9	0.117	0.069	1.000
11	14	0.133	0.056	1.000
11	17	0.040	0.187	1.000
12	2	0.101	0.138	1.000
12	3	0.105	0.313	1.000
12	8	0.191	0.170	1.000
12	10	0.543	0.380	1.000
13	3	0.002	0.170	1.000
13	4	0.173	0.676	1.000
13	13	0.191	0.154	1.000
14	2	0.144	0.165	1.000
14	6	0.034	0.045	1.000
14	8	0.109	0.280	1.000
14	9	0.047	0.129	1.000
14	16	0.143	0.080	1.000
14	17	0.034	0.302	1.000
15	2	0.167	0.219	1.000
15	3	0.056	0.042	1.000
15	8	0.276	0.399	1.000
15	10	0.163	0.340	1.000
16	3	0.061	0.185	1.000
16	4	0.134	0.412	1.000
16	13	0.095	0.403	1.000
17	3	0.118	0.410	1.000
17	4	0.115	0.590	1.000
18	0	0.596	0.340	1.000
18	6	0.202	0.129	1.000
18	9	0.179	0.123	1.000
18	11	0.569	0.013	1.000
18	14	0.276	0.238	1.000
18	17	0.219	0.158	1.000
19	2	0.055	0.404	1.000
19	6	0.185	0.032	1.000
19	9	0.214	0.047	1.000
19	14	0.211	0.241	1.000
19	17	0.192	0.276	1.000
