#N	alpha	gamma	mu	phi	psi	rho	sigm
0	1.000	0.694	1.046	0.999	0.764	0.000	0.829
1	0.393	1.277	1.378	0.076	0.568	1.000	0.836
2	1.000	1.346	1.018	0.828	0.895	0.000	0.986
3	0.136	1.064	1.094	0.458	0.758	1.000	0.834
4	0.093	0.500	1.436	0.842	0.634	1.000	0.509
5	0.311	0.869	1.236	0.331	0.926	1.000	0.753
6	1.000	1.011	1.315	0.193	0.583	0.000	0.674
7	0.145	0.526	1.038	0.338	0.833	1.000	0.528
8	0.258	1.390	1.081	0.556	0.752	1.000	0.895
9	0.627	0.727	1.184	0.042	0.510	1.000	0.891
10	0.393	0.560	1.357	0.889	0.945	1.000	0.000
11	0.241	1.400	1.073	0.752	0.664	1.000	0.715
12	1.000	1.223	1.478	0.287	0.816	0.000	0.861
13	0.393	0.520	1.132	0.352	0.831	1.000	0.696
14	0.107	1.103	1.134	0.610	0.565	1.000	0.000
15	0.149	0.879	1.334	0.072	0.889	1.000	0.926
16	0.148	1.200	1.094	0.579	0.911	1.000	0.940
17	0.145	0.955	1.192	0.168	0.787	1.000	0.569
18	0.336	1.304	1.438	0.135	0.535	1.000	0.724
19	0.055	0.864	1.249	0.465	0.519	1.000	0.000
#From	To	chi[to]	beta[fr]	lambda
0	9	0.500	0.457	1.000
0	18	0.241	0.543	1.000
1	3	0.098	0.201	1.000
1	7	0.014	0.154	1.000
1	8	0.263	0.169	1.000
1	11	0.212	0.109	1.000
1	14	0.005	0.127	1.000
1	16	0.383	0.195	1.000
1	17	0.238	0.045	1.000
2	1	1.000	0.340	1.000
2	5	0.525	0.170	1.000
2	8	0.089	0.445	1.000
2	18	0.370	0.044	1.000
3	3	0.108	0.110	1.000
3	14	0.037	0.681	1.000
3	19	0.960	0.208	1.000
4	14	0.023	1.000	1.000
5	3	0.055	0.131	1.000
5	7	0.248	0.193	1.000
5	14	0.092	0.237	1.000
5	16	0.066	0.036	1.000
5	17	0.198	0.403	1.000
6	3	0.037	0.017	1.000
6	4	0.250	0.156	1.000
6	10	1.000	0.311	1.000
6	13	1.000	0.364	1.000
6	14	0.158	0.152	1.000
7	3	0.208	0.388	1.000
7	4	0.299	0.407	1.000
7	14	0.010	0.205	1.000
8	3	0.162	0.209	1.000
8	7	0.265	0.257	1.000
8	8	0.251	0.225	1.000
8	11	0.094	0.162	1.000
8	14	0.179	0.054	1.000
8	15	0.226	0.075	1.000
8	16	0.292	0.008	1.000
8	17	0.076	0.011	1.000
9	5	0.475	0.450	1.000
9	9	0.500	0.150	1.000
9	18	0.389	0.400	1.000
11	3	0.116	0.050	1.000
11	7	0.199	0.097	1.000
11	8	0.322	0.103	1.000
11	11	0.225	0.091	1.000
11	14	0.070	0.220	1.000
11	15	0.042	0.221	1.000
11	16	0.218	0.201	1.000
11	17	0.195	0.016	1.000
12	3	0.034	0.033	1.000
12	7	0.131	0.147	1.000
12	8	0.026	0.236	1.000
12	11	0.099	0.174	1.000
12	15	0.352	0.229	1.000
12	16	0.041	0.128	1.000
12	17	0.146	0.053	1.000
13	14	0.016	1.000	1.000
14	14	0.068	1.000	1.000
15	3	0.023	0.428	1.000
15	4	0.018	0.447	1.000
15	14	0.076	0.125	1.000
16	3	0.004	0.633	1.000
16	4	0.433	0.053	1.000
16	14	0.111	0.314	1.000
17	3	0.049	0.356	1.000
17	14	0.156	0.352	1.000
17	19	0.040	0.293	1.000
18	3	0.104	0.032	1.000
18	7	0.143	0.173	1.000
18	8	0.049	0.055	1.000
18	11	0.370	0.190	1.000
18	15	0.380	0.276	1.000
18	17	0.147	0.274	1.000
