#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.288	0.998	1.091	0.206	0.807	1.000	0.751
1	0.288	1.035	1.207	0.295	0.974	1.000	0.595
2	0.236	0.742	1.316	0.187	0.639	1.000	0.902
3	0.086	0.922	1.327	0.363	0.687	1.000	0.658
4	1.000	0.609	1.328	0.556	0.660	0.000	0.881
5	0.246	1.159	1.462	0.346	0.660	1.000	0.946
6	0.288	1.323	1.120	0.646	0.866	1.000	0.728
7	1.000	1.003	1.109	0.109	0.919	0.000	0.971
8	0.211	0.896	1.066	0.481	0.615	1.000	0.906
9	0.179	0.685	1.114	0.643	0.899	1.000	0.555
10	0.143	0.605	1.012	0.286	0.760	1.000	0.784
11	1.000	1.436	1.305	0.682	0.712	0.000	0.583
12	0.204	0.573	1.407	0.170	0.920	1.000	0.627
13	0.393	0.603	1.326	0.333	0.753	1.000	0.715
14	1.000	1.308	1.239	0.948	0.588	0.000	0.962
15	0.288	1.103	1.187	0.672	0.705	1.000	0.795
16	0.393	1.176	1.192	0.128	0.694	1.000	0.870
17	1.000	1.401	1.134	0.004	0.671	0.000	0.660
18	1.000	1.459	1.397	0.979	0.540	0.000	0.960
19	1.000	0.695	1.210	0.501	0.801	0.000	0.907
#From	To	chi[to]	beta[fr]	lambda
0	2	0.202	0.115	1.000
0	8	0.119	0.328	1.000
0	10	0.049	0.339	1.000
0	12	0.134	0.219	1.000
1	8	0.082	0.643	1.000
1	10	0.044	0.357	1.000
2	2	0.009	0.700	1.000
2	3	0.232	0.019	1.000
2	10	0.019	0.116	1.000
2	12	0.099	0.164	1.000
3	9	0.196	0.737	1.000
3	10	0.099	0.263	1.000
4	2	0.169	0.248	1.000
4	8	0.235	0.361	1.000
4	10	0.054	0.311	1.000
4	12	0.136	0.080	1.000
5	10	0.018	1.000	1.000
6	2	0.176	0.244	1.000
6	8	0.268	0.364	1.000
6	10	0.124	0.080	1.000
6	12	0.117	0.313	1.000
7	13	0.620	0.835	1.000
7	16	0.464	0.165	1.000
8	8	0.064	0.580	1.000
8	10	0.033	0.420	1.000
9	9	0.046	0.770	1.000
9	10	0.094	0.230	1.000
10	9	0.252	0.628	1.000
10	10	0.082	0.372	1.000
11	13	0.380	0.574	1.000
11	16	0.536	0.426	1.000
12	2	0.167	0.297	1.000
12	3	0.768	0.273	1.000
12	10	0.079	0.223	1.000
12	12	0.316	0.207	1.000
13	8	0.231	0.171	1.000
13	10	0.116	0.202	1.000
13	12	0.198	0.627	1.000
14	0	0.379	0.199	1.000
14	1	0.300	0.174	1.000
14	2	0.128	0.306	1.000
14	6	0.475	0.226	1.000
14	15	0.249	0.094	1.000
15	9	0.106	0.720	1.000
15	10	0.118	0.280	1.000
16	0	0.158	0.240	1.000
16	1	0.232	0.075	1.000
16	2	0.042	0.192	1.000
16	5	0.823	0.206	1.000
16	6	0.251	0.159	1.000
16	15	0.394	0.129	1.000
17	9	0.194	0.347	1.000
17	10	0.023	0.653	1.000
18	0	0.463	0.137	1.000
18	1	0.468	0.146	1.000
18	2	0.107	0.118	1.000
18	5	0.177	0.098	1.000
18	6	0.274	0.174	1.000
18	15	0.358	0.328	1.000
19	9	0.206	0.531	1.000
19	10	0.047	0.469	1.000
