#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.319	1.366	1.453	0.983	0.835	1.000	0.963
1	0.536	0.946	1.222	0.622	0.749	1.000	0.719
2	0.319	1.137	1.095	0.107	0.520	1.000	0.843
3	0.126	1.092	1.415	0.147	0.640	1.000	0.535
4	0.271	0.770	1.110	0.815	0.508	1.000	0.723
5	0.123	0.647	1.105	0.885	0.711	1.000	0.553
6	0.186	0.750	1.413	0.420	0.873	1.000	0.606
7	1.000	0.709	1.277	0.204	0.584	0.000	0.777
8	0.186	1.294	1.004	0.328	0.734	1.000	0.906
9	1.000	1.297	1.135	0.238	0.847	0.000	0.620
10	0.120	0.792	1.438	0.485	0.575	1.000	0.876
11	0.268	0.594	1.229	0.815	0.874	1.000	0.542
12	0.167	0.923	1.387	0.738	0.721	1.000	0.963
13	0.167	1.133	1.304	0.206	0.741	1.000	0.612
14	1.000	1.351	1.326	0.281	0.689	0.000	0.708
15	1.000	0.699	1.018	0.074	0.566	0.000	0.749
16	0.425	1.036	1.044	0.483	0.821	1.000	0.900
17	0.288	1.420	1.205	0.714	0.553	1.000	0.986
18	0.106	1.068	1.305	0.531	0.795	1.000	0.657
19	1.000	0.705	1.025	0.364	0.617	0.000	0.727
#From	To	chi[to]	beta[fr]	lambda
0	3	0.008	0.514	1.000
0	5	0.109	0.486	1.000
1	0	0.274	0.222	1.000
1	1	0.271	0.176	1.000
1	2	0.523	0.042	1.000
1	4	0.205	0.141	1.000
1	6	0.122	0.154	1.000
1	8	0.169	0.136	1.000
1	16	0.036	0.033	1.000
1	17	0.220	0.095	1.000
2	5	0.056	0.160	1.000
2	6	0.128	0.018	1.000
2	8	0.038	0.239	1.000
2	10	0.149	0.202	1.000
2	11	0.055	0.155	1.000
2	18	0.045	0.226	1.000
3	3	0.273	0.161	1.000
3	5	0.012	0.839	1.000
4	3	0.077	0.036	1.000
4	5	0.111	0.273	1.000
4	18	0.057	0.691	1.000
5	3	0.241	0.441	1.000
5	5	0.116	0.559	1.000
6	5	0.024	0.434	1.000
6	10	0.047	0.039	1.000
6	18	0.259	0.527	1.000
7	3	0.177	0.427	1.000
7	5	0.075	0.573	1.000
8	5	0.095	0.041	1.000
8	10	0.018	0.574	1.000
8	18	0.107	0.385	1.000
9	0	0.355	0.129	1.000
9	1	0.420	0.101	1.000
9	2	0.348	0.067	1.000
9	4	0.108	0.263	1.000
9	6	0.077	0.229	1.000
9	8	0.030	0.092	1.000
9	16	0.369	0.119	1.000
10	3	0.209	0.170	1.000
10	5	0.005	0.252	1.000
10	18	0.266	0.578	1.000
11	5	0.126	0.591	1.000
11	10	0.145	0.314	1.000
11	18	0.044	0.095	1.000
12	5	0.072	0.253	1.000
12	6	0.076	0.494	1.000
12	8	0.193	0.059	1.000
12	10	0.014	0.194	1.000
13	5	0.083	0.027	1.000
13	6	0.112	0.314	1.000
13	8	0.044	0.233	1.000
13	10	0.039	0.427	1.000
14	5	0.084	0.220	1.000
14	6	0.108	0.207	1.000
14	8	0.173	0.224	1.000
14	10	0.224	0.067	1.000
14	11	0.454	0.214	1.000
14	18	0.154	0.067	1.000
15	5	0.013	0.232	1.000
15	6	0.073	0.302	1.000
15	8	0.052	0.221	1.000
15	10	0.211	0.079	1.000
15	11	0.491	0.166	1.000
16	4	0.123	0.281	1.000
16	6	0.092	0.212	1.000
16	8	0.097	0.070	1.000
16	12	1.000	0.145	1.000
16	13	1.000	0.254	1.000
16	16	0.295	0.038	1.000
17	5	0.005	0.042	1.000
17	6	0.098	0.244	1.000
17	8	0.061	0.191	1.000
17	10	0.153	0.217	1.000
17	18	0.068	0.306	1.000
18	3	0.014	0.498	1.000
18	5	0.014	0.502	1.000
19	0	0.371	0.084	1.000
19	1	0.309	0.187	1.000
19	2	0.128	0.154	1.000
19	4	0.564	0.181	1.000
19	6	0.113	0.046	1.000
19	8	0.143	0.194	1.000
19	16	0.300	0.147	1.000
19	17	0.780	0.006	1.000
