#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.246	1.399	1.325	0.743	0.657	1.000	0.922
1	1.000	0.846	1.008	0.252	0.818	0.000	0.805
2	1.000	0.897	1.493	0.486	0.948	0.000	0.951
3	1.000	0.779	1.162	0.938	0.772	0.000	0.669
4	0.160	0.564	1.257	0.273	0.811	1.000	0.614
5	0.246	0.503	1.200	0.093	0.965	1.000	0.700
6	0.061	0.624	1.303	0.701	0.847	1.000	0.000
7	1.000	0.756	1.045	0.119	0.593	0.000	0.653
8	0.116	0.735	1.019	0.370	0.939	1.000	0.961
9	0.129	0.829	1.109	0.021	0.640	1.000	0.696
10	0.134	1.198	1.414	0.318	0.867	1.000	0.957
11	1.000	1.410	1.048	0.599	0.748	0.000	0.514
12	0.057	1.495	1.164	0.052	0.889	1.000	0.526
13	1.000	0.934	1.362	0.802	0.814	0.000	0.645
14	0.017	0.740	1.086	0.372	0.977	1.000	0.978
15	0.180	0.758	1.193	0.358	0.886	1.000	0.575
16	0.195	1.330	1.235	0.903	0.667	1.000	0.845
17	0.097	1.276	1.004	0.191	0.888	1.000	0.676
18	0.097	1.002	1.379	0.235	0.833	1.000	0.000
19	0.085	0.957	1.020	0.603	0.723	1.000	0.935
20	0.042	1.276	1.099	0.377	0.652	1.000	0.650
21	0.097	1.354	1.286	0.443	0.744	1.000	0.608
22	0.393	0.594	1.392	0.414	0.783	1.000	0.879
23	0.118	0.647	1.241	0.524	0.837	1.000	0.718
24	0.246	1.353	1.458	0.963	0.643	1.000	0.913
25	1.000	1.148	1.023	0.371	0.607	0.000	0.982
26	0.046	0.542	1.070	0.181	0.757	1.000	0.715
27	0.106	1.093	1.458	0.608	0.553	1.000	0.870
28	0.143	1.175	1.106	0.680	0.776	1.000	0.660
29	0.143	0.749	1.368	0.918	0.585	1.000	0.713
#From	To	chi[to]	beta[fr]	lambda
0	5	0.348	0.174	1.000
0	9	0.634	0.056	1.000
0	15	0.492	0.011	1.000
0	16	0.616	0.164	1.000
0	21	1.000	0.188	1.000
0	23	0.018	0.154	1.000
0	28	0.146	0.137	1.000
0	29	0.553	0.116	1.000
1	4	0.103	0.063	1.000
1	6	0.068	0.392	1.000
1	8	0.329	0.269	1.000
1	18	0.033	0.076	1.000
1	23	0.069	0.185	1.000
1	27	0.011	0.014	1.000
2	5	0.225	0.216	1.000
2	9	0.257	0.250	1.000
2	15	0.244	0.150	1.000
2	16	0.384	0.121	1.000
2	23	0.124	0.084	1.000
2	28	0.419	0.138	1.000
2	29	0.146	0.041	1.000
3	5	0.159	1.000	1.000
4	4	0.019	0.208	1.000
4	6	0.066	0.044	1.000
4	8	0.287	0.153	1.000
4	18	0.236	0.210	1.000
4	23	0.054	0.210	1.000
4	27	0.035	0.175	1.000
5	6	0.021	0.166	1.000
5	17	0.034	0.212	1.000
5	19	0.102	0.186	1.000
5	23	0.172	0.186	1.000
5	27	0.011	0.250	1.000
7	6	0.013	0.428	1.000
7	12	0.012	0.067	1.000
7	19	0.014	0.126	1.000
7	27	0.049	0.379	1.000
8	6	0.068	0.143	1.000
8	10	0.468	0.156	1.000
8	12	0.069	0.174	1.000
8	17	0.102	0.209	1.000
8	19	0.061	0.201	1.000
8	27	0.035	0.118	1.000
9	4	0.055	0.222	1.000
9	6	0.069	0.280	1.000
9	18	0.206	0.172	1.000
9	23	0.088	0.130	1.000
9	27	0.070	0.195	1.000
10	6	0.059	0.229	1.000
10	12	0.112	0.251	1.000
10	19	0.015	0.363	1.000
10	27	0.094	0.157	1.000
11	0	0.394	0.082	1.000
11	5	0.189	0.356	1.000
11	22	1.000	0.277	1.000
11	23	0.064	0.260	1.000
11	24	0.395	0.024	1.000
12	6	0.018	1.000	1.000
13	6	0.082	0.136	1.000
