#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.235	1.169	1.216	0.103	0.779	1.000	0.691
1	1.000	1.233	1.016	0.801	0.570	0.000	0.866
2	0.393	0.781	1.399	0.626	0.786	1.000	0.735
3	1.000	1.036	1.139	0.132	0.834	0.000	0.980
4	1.000	0.502	1.323	0.289	0.909	0.000	0.756
5	1.000	1.146	1.311	0.202	0.623	0.000	0.909
6	1.000	1.158	1.264	0.912	0.863	0.000	0.696
7	0.171	0.771	1.029	0.617	0.895	1.000	0.904
8	1.000	0.872	1.055	0.909	0.800	0.000	0.628
9	1.000	0.755	1.031	0.613	0.532	0.000	0.626
10	0.141	1.346	1.330	0.917	0.775	1.000	0.000
11	0.246	1.065	1.028	0.852	0.712	1.000	0.823
12	0.293	0.663	1.355	0.965	0.718	1.000	0.632
13	0.195	1.249	1.277	0.726	0.627	1.000	0.919
14	0.246	1.105	1.289	0.478	0.773	1.000	0.946
15	0.627	0.923	1.099	0.714	0.516	1.000	0.590
16	0.496	1.066	1.117	0.252	0.753	1.000	0.915
17	0.180	0.906	1.032	0.063	0.957	1.000	0.727
18	0.393	0.780	1.380	0.283	0.876	1.000	0.000
19	0.336	0.973	1.253	0.189	0.605	1.000	0.625
#From	To	chi[to]	beta[fr]	lambda
0	10	0.158	0.714	1.000
0	17	0.157	0.286	1.000
1	10	0.034	0.801	1.000
1	17	0.043	0.199	1.000
2	17	0.095	1.000	1.000
3	0	0.023	0.418	1.000
3	12	0.274	0.108	1.000
3	13	0.143	0.280	1.000
3	14	0.320	0.194	1.000
4	2	1.000	0.317	1.000
4	7	0.340	0.068	1.000
4	13	0.033	0.215	1.000
4	17	0.027	0.281	1.000
4	19	0.093	0.119	1.000
5	18	0.242	1.000	1.000
6	15	0.574	0.474	1.000
6	18	0.758	0.526	1.000
7	10	0.048	0.331	1.000
7	17	0.061	0.669	1.000
8	10	0.346	0.954	1.000
8	17	0.136	0.046	1.000
9	0	0.179	0.335	1.000
9	12	0.303	0.282	1.000
9	13	0.042	0.261	1.000
9	14	0.249	0.121	1.000
11	0	0.354	0.336	1.000
11	13	0.096	0.191	1.000
11	14	0.431	0.473	1.000
12	10	0.270	0.245	1.000
12	13	0.148	0.192	1.000
12	17	0.104	0.564	1.000
13	17	0.136	1.000	1.000
14	7	0.331	0.554	1.000
14	13	0.126	0.087	1.000
14	17	0.094	0.142	1.000
14	19	0.778	0.217	1.000
15	0	0.231	0.304	1.000
15	11	1.000	0.171	1.000
15	12	0.287	0.120	1.000
15	13	0.067	0.169	1.000
15	15	0.426	0.145	1.000
15	16	0.187	0.092	1.000
16	0	0.213	0.067	1.000
16	12	0.136	0.067	1.000
16	13	0.156	0.636	1.000
16	16	0.813	0.229	1.000
17	10	0.145	0.678	1.000
17	17	0.129	0.322	1.000
19	7	0.329	0.314	1.000
19	13	0.189	0.183	1.000
19	17	0.017	0.462	1.000
19	19	0.130	0.041	1.000
