#N	alpha	gamma	mu	phi	psi	rho	sigm
0	1.000	0.975	1.142	0.492	0.928	0.000	0.843
1	0.038	0.681	1.201	0.436	0.869	1.000	0.000
2	0.122	1.429	1.309	0.741	0.574	1.000	0.885
3	0.154	1.056	1.037	0.973	0.771	1.000	0.533
4	0.073	1.041	1.428	0.071	0.779	1.000	0.528
5	0.024	1.186	1.081	0.430	0.603	1.000	0.964
6	0.062	1.156	1.208	0.146	0.505	1.000	0.797
7	0.086	1.000	1.452	0.685	0.909	1.000	0.946
8	0.017	0.926	1.210	0.526	0.701	1.000	0.000
9	0.032	0.757	1.318	0.023	0.651	1.000	0.000
10	0.024	0.905	1.027	0.242	0.804	1.000	0.544
11	0.219	1.086	1.008	0.087	0.923	1.000	0.875
12	0.101	1.481	1.148	0.053	0.851	1.000	0.556
13	0.028	0.736	1.176	0.632	0.629	1.000	0.877
14	0.393	1.443	1.346	0.284	0.924	1.000	0.793
15	0.154	0.600	1.094	0.199	0.537	1.000	0.677
16	0.063	0.594	1.096	0.163	0.591	1.000	0.502
17	0.043	1.291	1.457	0.639	0.563	1.000	0.938
18	1.000	1.307	1.017	0.331	0.884	0.000	0.620
19	0.154	0.918	1.155	0.873	0.794	1.000	0.546
#From	To	chi[to]	beta[fr]	lambda
0	2	0.314	0.288	1.000
0	3	0.790	0.384	1.000
0	12	0.086	0.101	1.000
0	15	0.351	0.227	1.000
2	1	0.087	0.124	1.000
2	4	0.112	0.167	1.000
2	6	0.246	0.106	1.000
2	11	0.324	0.235	1.000
2	12	0.199	0.287	1.000
2	16	0.107	0.048	1.000
2	17	0.180	0.034	1.000
3	1	0.191	0.256	1.000
3	4	0.227	0.335	1.000
3	6	0.134	0.011	1.000
3	16	0.410	0.161	1.000
3	17	0.090	0.238	1.000
4	1	0.080	0.477	1.000
4	4	0.029	0.067	1.000
4	13	0.284	0.456	1.000
5	9	0.104	1.000	1.000
6	1	0.218	0.054	1.000
6	4	0.105	0.150	1.000
6	17	0.188	0.796	1.000
7	1	0.041	0.305	1.000
7	5	0.347	0.288	1.000
7	10	0.288	0.076	1.000
7	13	0.184	0.331	1.000
9	9	0.494	1.000	1.000
10	9	0.155	1.000	1.000
11	1	0.161	0.167	1.000
11	4	0.278	0.278	1.000
11	6	0.261	0.064	1.000
11	7	1.000	0.155	1.000
11	11	0.676	0.185	1.000
11	16	0.483	0.106	1.000
11	17	0.179	0.045	1.000
12	1	0.067	0.717	1.000
12	13	0.302	0.283	1.000
13	9	0.247	1.000	1.000
14	2	0.320	0.042	1.000
14	12	0.220	0.374	1.000
14	15	0.479	0.448	1.000
14	19	1.000	0.137	1.000
15	1	0.077	0.192	1.000
15	2	0.349	0.423	1.000
15	6	0.360	0.025	1.000
15	12	0.315	0.359	1.000
16	1	0.065	0.135	1.000
16	4	0.248	0.038	1.000
16	17	0.363	0.827	1.000
17	1	0.014	0.033	1.000
17	5	0.653	0.411	1.000
17	8	1.000	0.016	1.000
17	10	0.712	0.145	1.000
17	13	0.231	0.395	1.000
18	14	1.000	1.000	1.000
19	2	0.018	0.216	1.000
19	3	0.210	0.337	1.000
19	12	0.179	0.292	1.000
19	15	0.170	0.155	1.000
