#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.288	1.417	1.100	0.833	0.617	1.000	0.661
1	0.234	1.208	1.304	0.037	0.863	1.000	0.798
2	0.149	1.221	1.315	0.173	0.706	1.000	0.532
3	0.018	1.047	1.035	0.810	0.558	1.000	0.507
4	0.042	0.784	1.157	0.987	0.571	1.000	0.773
5	0.043	0.589	1.327	0.751	0.746	1.000	0.918
6	0.050	1.342	1.297	0.576	0.924	1.000	0.686
7	0.027	1.287	1.420	0.111	0.695	1.000	0.970
8	0.027	0.899	1.255	0.444	0.971	1.000	0.823
9	0.104	1.187	1.099	0.107	0.886	1.000	0.981
10	0.047	1.464	1.128	0.380	0.878	1.000	0.534
11	0.088	1.272	1.396	0.864	0.993	1.000	0.797
12	0.211	0.760	1.183	0.781	0.869	1.000	0.580
13	0.028	0.817	1.330	0.540	0.568	1.000	0.561
14	0.165	1.214	1.469	0.596	0.956	1.000	0.897
15	0.393	1.474	1.097	0.019	0.771	1.000	0.595
16	0.046	0.555	1.002	0.877	0.953	1.000	0.950
17	1.000	0.828	1.453	0.835	0.700	0.000	0.806
18	0.051	1.107	1.015	0.281	0.749	1.000	0.792
19	0.096	1.199	1.039	0.910	0.870	1.000	0.778
20	0.088	1.307	1.002	0.657	0.673	1.000	0.621
21	0.115	0.616	1.390	0.942	0.692	1.000	0.536
22	0.393	0.596	1.282	0.023	0.846	1.000	0.836
23	0.042	1.165	1.120	0.198	0.727	1.000	0.557
24	1.000	1.195	1.156	0.550	0.854	0.000	0.719
25	0.046	1.242	1.414	0.030	0.869	1.000	0.739
26	0.022	1.389	1.499	0.698	0.762	1.000	0.604
27	1.000	0.845	1.466	0.471	0.541	0.000	0.651
28	1.000	1.165	1.118	0.650	0.782	0.000	0.754
29	0.105	0.521	1.270	0.539	0.700	1.000	0.578
#From	To	chi[to]	beta[fr]	lambda
0	0	0.202	0.092	1.000
0	1	0.248	0.023	1.000
0	9	0.342	0.204	1.000
0	11	0.074	0.199	1.000
0	12	0.346	0.106	1.000
0	14	0.173	0.018	1.000
0	19	0.176	0.017	1.000
0	20	0.081	0.072	1.000
0	21	0.031	0.224	1.000
0	29	0.089	0.044	1.000
1	2	0.135	0.212	1.000
1	11	0.101	0.252	1.000
1	14	0.237	0.275	1.000
1	19	0.284	0.063	1.000
1	20	0.185	0.179	1.000
1	29	0.158	0.019	1.000
2	2	0.111	0.017	1.000
2	5	0.034	0.150	1.000
2	6	0.050	0.124	1.000
2	11	0.110	0.027	1.000
2	16	0.292	0.151	1.000
2	18	0.661	0.119	1.000
2	19	0.048	0.048	1.000
2	20	0.137	0.108	1.000
2	25	0.079	0.255	1.000
3	5	0.090	0.140	1.000
3	7	0.141	0.082	1.000
3	8	0.088	0.065	1.000
3	10	0.111	0.221	1.000
3	13	0.087	0.269	1.000
3	23	0.111	0.210	1.000
3	26	0.197	0.012	1.000
4	13	0.055	0.320	1.000
4	26	0.062	0.680	1.000
5	5	0.113	0.152	1.000
5	7	0.164	0.123	1.000
5	8	0.114	0.091	1.000
5	10	0.165	0.180	1.000
5	13	0.036	0.189	1.000
5	23	0.038	0.168	1.000
5	26	0.167	0.098	1.000
6	5	0.016	0.014	1.000
6	7	0.114	0.249	1.000
6	8	0.172	0.104	1.000
6	10	0.164	0.160	1.000
6	13	0.082	0.213	1.000
6	23	0.196	0.077	1.000
6	26	0.047	0.182	1.000
7	13	0.022	0.953	1.000
7	26	0.123	0.047	1.000
8	13	0.059	0.567	1.000
8	26	0.025	0.433	1.000
9	4	0.654	0.104	1.000
9	5	0.131	0.026	1.000
9	6	0.151	0.055	1.000
9	11	0.032	0.239	1.000
9	13	0.044	0.142	1.000
9	16	0.212	0.200	1.000
9	25	0.253	0.235	1.000
10	3	1.000	0.372	1.000
10	5	0.022	0.007	1.000
10	7	0.034	0.126	1.000
10	8	0.130	0.339	1.000
10	10	0.047	0.101	1.000
10	13	0.071	0.041	1.000
10	23	0.019	0.015	1.000
11	5	0.103	0.087	1.000
11	6	0.150	0.211	1.000
11	7	0.044	0.055	1.000
11	8	0.107	0.145	1.000
11	10	0.174	0.114	1.000
11	11	0.077	0.113	1.000
11	13	0.016	0.220	1.000
11	23	0.080	0.056	1.000
12	2	0.381	0.215	1.000
12	11	0.108	0.137	1.000
12	14	0.124	0.282	1.000
12	19	0.108	0.244	1.000
12	20	0.105	0.090	1.000
12	29	0.392	0.032	1.000
13	13	0.099	0.293	1.000
13	26	0.017	0.707	1.000
14	2	0.372	0.081	1.000
14	9	0.156	0.053	1.000
14	11	0.029	0.069	1.000
14	14	0.302	0.163	1.000
14	19	0.115	0.137	1.000
14	20	0.133	0.178	1.000
14	21	0.259	0.155	1.000
14	29	0.208	0.164	1.000
15	0	0.522	0.097	1.000
15	1	0.263	0.022	1.000
15	9	0.503	0.142	1.000
