#N	alpha	gamma	mu	phi	psi	rho	sigm
0	1.000	1.320	1.277	0.440	0.635	0.000	0.537
1	0.393	1.429	1.435	0.079	0.957	1.000	0.744
2	1.000	0.593	1.421	0.691	0.709	0.000	0.726
3	0.136	0.508	1.286	0.863	0.808	1.000	0.503
4	0.093	1.379	1.033	0.438	0.699	1.000	0.603
5	0.311	0.644	1.053	0.166	0.835	1.000	0.904
6	1.000	0.827	1.307	0.796	0.543	0.000	0.853
7	0.145	0.706	1.179	0.231	0.622	1.000	0.731
8	0.258	0.577	1.452	0.011	0.951	1.000	0.865
9	0.627	1.104	1.116	0.377	0.610	1.000	0.799
10	0.393	0.633	1.455	0.346	0.517	1.000	0.000
11	0.241	0.906	1.044	0.864	0.646	1.000	0.733
12	1.000	0.615	1.147	0.024	0.684	0.000	0.791
13	0.393	1.080	1.355	0.143	0.548	1.000	0.526
14	0.107	0.721	1.246	0.842	0.574	1.000	0.000
15	0.149	0.963	1.070	0.916	0.937	1.000	0.630
16	0.148	0.787	1.110	0.241	0.889	1.000	0.755
17	0.145	1.374	1.141	0.546	0.901	1.000	0.589
18	0.336	1.377	1.343	0.046	0.898	1.000	0.837
19	0.055	1.183	1.077	0.689	0.667	1.000	0.000
#From	To	chi[to]	beta[fr]	lambda
0	9	0.778	0.734	1.000
0	18	0.421	0.266	1.000
1	3	0.010	0.015	1.000
1	7	0.260	0.195	1.000
1	8	0.314	0.092	1.000
1	11	0.283	0.165	1.000
1	14	0.063	0.271	1.000
1	16	0.130	0.013	1.000
1	17	0.086	0.249	1.000
2	1	1.000	0.144	1.000
2	5	0.435	0.394	1.000
2	8	0.009	0.101	1.000
2	18	0.478	0.362	1.000
3	3	0.107	0.218	1.000
3	14	0.066	0.365	1.000
3	19	0.604	0.418	1.000
4	14	0.060	1.000	1.000
5	3	0.101	0.292	1.000
5	7	0.089	0.278	1.000
5	14	0.089	0.231	1.000
5	16	0.244	0.110	1.000
5	17	0.047	0.089	1.000
6	3	0.077	0.249	1.000
6	4	0.352	0.192	1.000
6	10	1.000	0.286	1.000
6	13	1.000	0.261	1.000
6	14	0.006	0.012	1.000
7	3	0.073	0.465	1.000
7	4	0.346	0.041	1.000
7	14	0.156	0.494	1.000
8	3	0.125	0.180	1.000
8	7	0.056	0.147	1.000
8	8	0.246	0.171	1.000
8	11	0.025	0.051	1.000
8	14	0.040	0.123	1.000
8	15	0.175	0.070	1.000
8	16	0.236	0.124	1.000
8	17	0.132	0.134	1.000
9	5	0.565	0.305	1.000
9	9	0.222	0.135	1.000
9	18	0.102	0.561	1.000
11	3	0.143	0.054	1.000
11	7	0.227	0.138	1.000
11	8	0.387	0.009	1.000
11	11	0.234	0.172	1.000
11	14	0.071	0.075	1.000
11	15	0.325	0.120	1.000
11	16	0.177	0.282	1.000
11	17	0.312	0.149	1.000
12	3	0.048	0.081	1.000
12	7	0.247	0.075	1.000
12	8	0.036	0.223	1.000
12	11	0.241	0.087	1.000
12	15	0.054	0.250	1.000
12	16	0.213	0.055	1.000
12	17	0.145	0.229	1.000
13	14	0.133	1.000	1.000
14	14	0.073	1.000	1.000
15	3	0.036	0.198	1.000
15	4	0.113	0.368	1.000
15	14	0.040	0.433	1.000
16	3	0.149	0.571	1.000
16	4	0.188	0.073	1.000
16	14	0.084	0.357	1.000
17	3	0.039	0.435	1.000
17	14	0.119	0.186	1.000
17	19	0.396	0.379	1.000
18	3	0.091	0.088	1.000
18	7	0.121	0.225	1.000
18	8	0.007	0.153	1.000
18	11	0.217	0.009	1.000
18	15	0.446	0.225	1.000
18	17	0.278	0.298	1.000
