#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.228	1.216	1.129	0.713	0.665	1.000	0.501
1	0.060	1.419	1.396	0.312	0.629	1.000	0.857
2	0.393	0.921	1.048	0.737	0.611	1.000	0.682
3	1.000	1.310	1.458	0.185	0.552	0.000	0.635
4	0.122	0.664	1.024	0.219	0.761	1.000	0.910
5	0.076	0.620	1.272	0.148	0.730	1.000	0.000
6	1.000	0.568	1.357	0.673	0.868	0.000	0.905
7	0.393	1.111	1.325	0.552	0.579	1.000	0.555
8	0.311	0.559	1.063	0.815	0.545	1.000	0.936
9	0.084	0.725	1.015	0.090	0.988	1.000	0.795
10	0.085	0.668	1.211	0.914	0.834	1.000	0.634
11	0.137	0.915	1.237	0.342	0.734	1.000	0.525
12	0.311	0.706	1.402	0.924	0.860	1.000	0.945
13	1.000	0.686	1.200	0.777	0.683	0.000	0.687
14	0.083	0.704	1.065	0.510	0.821	1.000	0.881
15	0.137	0.592	1.164	0.040	0.715	1.000	0.593
16	0.195	1.195	1.148	0.421	0.601	1.000	0.762
17	0.118	1.396	1.397	0.813	0.644	1.000	0.764
18	1.000	0.959	1.412	0.081	0.752	0.000	0.584
19	0.048	0.670	1.459	0.246	0.820	1.000	0.925
#From	To	chi[to]	beta[fr]	lambda
0	5	0.019	1.000	1.000
1	5	0.073	0.270	1.000
1	10	0.178	0.280	1.000
1	14	0.147	0.185	1.000
1	17	0.057	0.265	1.000
2	0	0.215	0.129	1.000
2	5	0.093	0.171	1.000
2	8	0.091	0.106	1.000
2	12	0.026	0.135	1.000
2	15	0.517	0.234	1.000
2	16	0.134	0.144	1.000
2	17	0.039	0.079	1.000
3	0	0.091	0.264	1.000
3	7	0.215	0.248	1.000
3	8	0.319	0.156	1.000
3	12	0.300	0.221	1.000
3	17	0.111	0.111	1.000
4	5	0.079	0.022	1.000
4	10	0.110	0.089	1.000
4	14	0.202	0.321	1.000
4	17	0.053	0.428	1.000
4	19	1.000	0.139	1.000
5	5	0.057	1.000	1.000
6	0	0.207	0.195	1.000
6	2	1.000	0.118	1.000
6	7	0.376	0.097	1.000
6	8	0.248	0.152	1.000
6	12	0.311	0.096	1.000
6	16	0.360	0.198	1.000
6	17	0.107	0.144	1.000
7	5	0.063	0.127	1.000
7	9	0.007	0.191	1.000
7	10	0.113	0.325	1.000
7	14	0.003	0.126	1.000
7	17	0.124	0.231	1.000
8	0	0.215	0.078	1.000
8	1	0.397	0.296	1.000
8	4	1.000	0.238	1.000
8	5	0.020	0.063	1.000
8	9	0.244	0.156	1.000
8	10	0.027	0.020	1.000
8	17	0.023	0.149	1.000
9	5	0.011	0.305	1.000
9	10	0.214	0.266	1.000
9	14	0.157	0.070	1.000
9	17	0.002	0.359	1.000
10	1	0.339	0.043	1.000
10	5	0.106	0.392	1.000
10	9	0.260	0.029	1.000
10	10	0.040	0.185	1.000
10	14	0.103	0.143	1.000
10	17	0.010	0.208	1.000
11	5	0.064	0.344	1.000
11	11	0.834	0.656	1.000
12	0	0.154	0.262	1.000
12	5	0.110	0.193	1.000
12	9	0.160	0.047	1.000
12	15	0.483	0.004	1.000
12	16	0.506	0.220	1.000
12	17	0.137	0.274	1.000
13	0	0.118	0.265	1.000
13	7	0.409	0.255	1.000
13	8	0.343	0.226	1.000
13	12	0.363	0.044	1.000
13	17	0.066	0.211	1.000
14	5	0.096	0.265	1.000
14	10	0.162	0.417	1.000
14	14	0.025	0.184	1.000
14	17	0.118	0.134	1.000
15	1	0.264	0.321	1.000
15	5	0.055	0.011	1.000
15	9	0.329	0.042	1.000
15	10	0.008	0.017	1.000
15	14	0.021	0.301	1.000
15	17	0.109	0.308	1.000
16	5	0.058	0.229	1.000
16	10	0.041	0.500	1.000
16	17	0.019	0.272	1.000
17	5	0.003	0.299	1.000
17	10	0.031	0.286	1.000
17	14	0.177	0.181	1.000
17	17	0.004	0.234	1.000
18	5	0.050	0.412	1.000
18	10	0.077	0.058	1.000
18	14	0.164	0.508	1.000
18	17	0.020	0.022	1.000
19	5	0.044	0.641	1.000
19	11	0.166	0.359	1.000
