#N	alpha	gamma	mu	phi	psi	rho	sigm
0	1.000	1.087	1.123	0.958	0.587	0.000	0.740
1	1.000	0.872	1.215	0.974	0.817	0.000	0.615
2	0.627	1.200	1.255	0.809	0.855	1.000	0.519
3	0.154	0.833	1.025	0.784	0.638	1.000	0.531
4	1.000	1.485	1.456	0.250	0.906	0.000	0.806
5	1.000	0.512	1.487	0.221	0.697	0.000	0.753
6	0.195	0.642	1.364	0.695	0.802	1.000	0.558
7	0.103	0.999	1.174	0.272	0.629	1.000	0.566
8	1.000	1.463	1.332	0.863	0.525	0.000	0.566
9	1.000	0.673	1.399	0.299	0.878	0.000	0.716
10	0.068	1.383	1.187	0.651	0.522	1.000	0.802
11	0.168	1.207	1.364	0.318	0.912	1.000	0.888
12	0.225	0.560	1.041	0.749	0.968	1.000	0.899
13	0.196	1.025	1.383	0.988	0.843	1.000	0.976
14	0.393	0.714	1.465	0.029	0.844	1.000	0.544
15	0.097	1.438	1.105	0.029	0.738	1.000	0.523
16	0.157	1.000	1.418	0.575	0.632	1.000	0.730
17	0.393	1.372	1.370	0.371	0.735	1.000	0.549
18	0.155	0.601	1.026	0.851	0.808	1.000	0.501
19	0.143	1.088	1.192	0.226	0.617	1.000	0.900
20	0.186	1.191	1.264	0.316	0.508	1.000	0.798
21	0.149	1.016	1.046	0.718	0.866	1.000	0.914
22	0.393	1.037	1.459	0.024	0.886	1.000	0.815
23	0.154	1.273	1.161	0.395	0.883	1.000	0.891
24	0.393	0.777	1.322	0.599	0.609	1.000	0.512
25	1.000	1.361	1.430	0.512	0.635	0.000	0.620
26	0.105	0.801	1.188	0.147	0.766	1.000	0.000
27	0.158	1.017	1.269	0.179	0.904	1.000	0.581
28	0.157	1.478	1.024	0.326	0.586	1.000	0.873
29	1.000	1.227	1.433	0.200	0.921	0.000	0.589
#From	To	chi[to]	beta[fr]	lambda
0	6	0.242	0.141	1.000
0	12	0.326	0.063	1.000
0	16	0.056	0.321	1.000
0	19	0.039	0.282	1.000
0	28	0.023	0.193	1.000
1	2	0.174	0.188	1.000
1	6	0.070	0.112	1.000
1	16	0.042	0.147	1.000
1	19	0.093	0.176	1.000
1	27	0.118	0.190	1.000
1	28	0.070	0.188	1.000
2	2	0.826	0.116	1.000
2	6	0.058	0.270	1.000
2	16	0.059	0.269	1.000
2	19	0.100	0.189	1.000
2	28	0.065	0.156	1.000
3	15	0.654	0.096	1.000
3	16	0.183	0.107	1.000
3	19	0.057	0.046	1.000
3	20	0.088	0.275	1.000
3	27	0.101	0.093	1.000
3	28	0.092	0.381	1.000
4	14	1.000	0.022	1.000
4	17	1.000	0.212	1.000
4	22	1.000	0.112	1.000
4	24	1.000	0.454	1.000
4	27	0.135	0.199	1.000
5	16	0.185	0.166	1.000
5	19	0.031	0.220	1.000
5	20	0.312	0.261	1.000
5	27	0.127	0.167	1.000
5	28	0.130	0.186	1.000
6	7	0.093	0.339	1.000
6	26	0.014	0.661	1.000
7	7	0.208	0.341	1.000
7	26	0.030	0.659	1.000
8	26	0.024	1.000	1.000
9	6	0.048	0.107	1.000
9	12	0.093	0.244	1.000
9	13	0.404	0.140	1.000
9	16	0.145	0.226	1.000
9	19	0.017	0.190	1.000
9	28	0.148	0.093	1.000
10	26	0.063	1.000	1.000
11	10	0.631	0.428	1.000
11	11	0.358	0.248	1.000
11	19	0.061	0.016	1.000
11	21	0.283	0.022	1.000
11	26	0.025	0.285	1.000
12	7	0.198	0.141	1.000
12	21	0.204	0.174	1.000
12	26	0.077	0.685	1.000
13	10	0.134	0.137	1.000
13	11	0.472	0.340	1.000
13	19	0.019	0.388	1.000
13	21	0.170	0.056	1.000
13	26	0.039	0.079	1.000
14	13	0.406	0.295	1.000
14	18	0.262	0.205	1.000
