#N	alpha	gamma	mu	phi	psi	rho	sigm
0	1.000	0.562	1.000	0.296	0.932	0.000	0.689
1	0.039	0.857	1.150	0.677	0.664	1.000	0.669
2	0.136	1.188	1.345	0.333	0.723	1.000	0.585
3	0.082	0.978	1.483	0.122	0.527	1.000	0.521
4	0.270	0.848	1.358	0.962	0.587	1.000	0.668
5	0.177	1.151	1.154	0.043	0.984	1.000	0.779
6	1.000	0.790	1.303	0.212	0.829	0.000	0.713
7	1.000	0.622	1.412	0.009	0.758	0.000	0.578
8	0.393	0.699	1.142	0.370	0.807	1.000	0.662
9	0.047	1.354	1.381	0.618	0.984	1.000	0.798
10	0.080	1.228	1.005	0.187	0.571	1.000	0.820
11	1.000	1.303	1.321	0.773	0.736	0.000	0.796
12	1.000	1.029	1.008	0.863	0.736	0.000	0.836
13	1.000	0.526	1.102	0.189	0.551	0.000	0.591
14	0.093	1.007	1.035	0.491	0.914	1.000	0.000
15	1.000	0.536	1.108	0.209	0.504	0.000	0.945
16	0.076	1.273	1.130	0.356	0.799	1.000	0.774
17	0.393	0.547	1.047	0.163	0.580	1.000	0.653
18	0.173	0.967	1.469	0.394	0.658	1.000	0.791
19	0.393	1.204	1.479	0.793	0.676	1.000	0.782
#From	To	chi[to]	beta[fr]	lambda
0	8	0.226	1.000	1.000
1	14	0.329	1.000	1.000
2	1	0.193	0.330	1.000
2	3	0.104	0.298	1.000
2	14	0.138	0.157	1.000
2	16	0.157	0.215	1.000
3	1	0.179	0.161	1.000
3	3	0.108	0.322	1.000
3	10	0.130	0.185	1.000
3	16	0.165	0.332	1.000
4	2	0.518	0.277	1.000
4	3	0.059	0.178	1.000
4	4	0.223	0.194	1.000
4	16	0.123	0.155	1.000
4	18	0.405	0.196	1.000
5	1	0.188	0.238	1.000
5	3	0.162	0.134	1.000
5	5	0.878	0.283	1.000
5	9	0.252	0.161	1.000
5	10	0.023	0.093	1.000
5	16	0.032	0.092	1.000
6	8	0.121	1.000	1.000
7	14	0.118	1.000	1.000
8	4	0.213	0.556	1.000
8	18	0.077	0.444	1.000
9	1	0.079	0.042	1.000
9	3	0.129	0.292	1.000
9	10	0.791	0.327	1.000
9	16	0.183	0.339	1.000
10	1	0.185	0.190	1.000
10	3	0.050	0.084	1.000
10	5	0.122	0.281	1.000
10	9	0.748	0.117	1.000
10	10	0.057	0.231	1.000
10	16	0.171	0.097	1.000
11	8	0.068	1.000	1.000
12	19	0.191	1.000	1.000
13	4	0.152	0.325	1.000
13	17	1.000	0.122	1.000
13	18	0.242	0.200	1.000
13	19	0.809	0.352	1.000
14	14	0.249	1.000	1.000
15	8	0.585	1.000	1.000
16	1	0.095	0.041	1.000
16	3	0.146	0.217	1.000
16	14	0.129	0.427	1.000
16	16	0.014	0.314	1.000
17	2	0.105	0.262	1.000
17	3	0.171	0.157	1.000
17	4	0.191	0.297	1.000
17	18	0.041	0.285	1.000
18	1	0.081	0.496	1.000
18	14	0.037	0.504	1.000
19	2	0.377	0.173	1.000
19	3	0.070	0.333	1.000
19	4	0.221	0.017	1.000
19	16	0.155	0.054	1.000
19	18	0.235	0.423	1.000
