#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.040	0.654	1.036	0.358	0.512	1.000	0.660
1	1.000	1.224	1.046	0.497	0.546	0.000	0.998
2	0.061	0.718	1.236	0.938	0.803	1.000	0.984
3	0.393	0.630	1.417	0.003	0.928	1.000	0.825
4	0.038	1.003	1.139	0.983	0.593	1.000	0.512
5	0.076	0.989	1.446	0.285	0.780	1.000	0.577
6	0.074	1.084	1.276	0.223	0.524	1.000	0.801
7	0.083	1.087	1.212	0.202	0.996	1.000	0.935
8	0.077	0.799	1.219	0.984	0.589	1.000	0.984
9	0.154	0.583	1.478	0.123	0.682	1.000	0.857
10	0.154	1.093	1.190	0.568	0.508	1.000	0.771
11	0.087	1.452	1.233	0.968	0.696	1.000	0.930
12	0.039	0.677	1.484	0.655	0.711	1.000	0.584
13	0.154	0.883	1.085	0.875	0.514	1.000	0.925
14	0.393	0.896	1.077	0.086	0.980	1.000	0.642
15	0.122	1.384	1.366	0.127	0.638	1.000	0.834
16	0.154	0.520	1.075	0.617	0.581	1.000	0.535
17	0.103	1.092	1.414	0.408	0.784	1.000	0.642
18	0.038	0.956	1.132	0.270	0.514	1.000	0.944
19	0.050	0.649	1.223	0.744	0.768	1.000	0.716
20	0.103	0.979	1.489	0.033	0.500	1.000	0.799
21	1.000	0.816	1.228	0.387	0.750	0.000	0.985
22	0.071	0.996	1.413	0.874	0.960	1.000	0.652
23	0.393	0.863	1.157	0.788	0.933	1.000	0.812
24	0.042	0.612	1.091	0.104	0.580	1.000	0.754
25	1.000	0.936	1.152	0.286	0.821	0.000	0.919
26	1.000	0.551	1.395	0.819	0.604	0.000	0.750
27	0.393	0.897	1.332	0.444	0.647	1.000	0.590
28	0.154	1.355	1.362	0.735	0.840	1.000	0.800
29	0.211	1.067	1.010	0.304	0.539	1.000	0.619
#From	To	chi[to]	beta[fr]	lambda
0	0	0.062	0.296	1.000
0	19	0.057	0.439	1.000
0	24	0.062	0.265	1.000
1	5	0.147	0.126	1.000
1	7	0.606	0.084	1.000
1	8	0.052	0.086	1.000
1	11	0.024	0.135	1.000
1	15	0.263	0.129	1.000
1	19	0.034	0.076	1.000
1	20	0.126	0.150	1.000
1	22	0.065	0.110	1.000
1	27	1.000	0.060	1.000
1	29	0.286	0.043	1.000
2	4	0.337	0.145	1.000
2	5	0.093	0.105	1.000
2	7	0.077	0.164	1.000
2	8	0.121	0.189	1.000
2	11	0.002	0.119	1.000
2	15	0.304	0.033	1.000
2	17	0.173	0.133	1.000
2	20	0.244	0.112	1.000
3	8	0.018	0.091	1.000
3	9	1.000	0.035	1.000
3	10	0.302	0.391	1.000
3	17	0.193	0.434	1.000
3	20	0.152	0.049	1.000
4	0	0.035	0.134	1.000
4	12	0.011	0.113	1.000
4	18	0.068	0.256	1.000
4	19	0.074	0.306	1.000
4	22	0.012	0.012	1.000
4	24	0.066	0.178	1.000
5	0	0.068	0.225	1.000
5	5	0.006	0.235	1.000
5	12	0.088	0.146	1.000
5	18	0.202	0.091	1.000
5	19	0.016	0.198	1.000
5	22	0.055	0.106	1.000
6	0	0.004	0.093	1.000
6	5	0.034	0.137	1.000
6	6	0.425	0.187	1.000
6	11	0.160	0.130	1.000
6	12	0.046	0.133	1.000
6	18	0.242	0.161	1.000
6	19	0.074	0.153	1.000
6	22	0.007	0.005	1.000
7	0	0.068	0.194	1.000
7	5	0.101	0.120	1.000
7	6	0.088	0.140	1.000
7	8	0.078	0.086	1.000
7	11	0.151	0.142	1.000
7	19	0.083	0.152	1.000
7	22	0.082	0.165	1.000
8	0	0.028	0.159	1.000
8	5	0.143	0.223	1.000
8	12	0.164	0.223	1.000
8	18	0.138	0.204	1.000
8	19	0.010	0.055	1.000
8	22	0.097	0.136	1.000
9	0	0.085	0.289	1.000
9	12	0.102	0.343	1.000
9	19	0.073	0.307	1.000
9	24	0.021	0.062	1.000
10	4	0.663	0.111	1.000
10	5	0.098	0.130	1.000
10	7	0.317	0.130	1.000
