#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.173	1.114	1.391	0.402	0.812	1.000	0.840
1	0.097	0.974	1.279	0.122	0.715	1.000	0.573
2	0.113	0.521	1.180	0.546	0.921	1.000	0.000
3	0.110	0.803	1.357	0.425	0.997	1.000	0.819
4	1.000	0.569	1.368	0.499	0.971	0.000	0.650
5	0.061	1.024	1.438	0.042	0.553	1.000	0.741
6	1.000	1.434	1.300	0.880	0.694	0.000	0.711
7	1.000	1.418	1.110	0.043	0.822	0.000	0.862
8	1.000	0.521	1.499	0.584	0.906	0.000	0.512
9	0.393	1.360	1.381	0.553	0.956	1.000	0.000
10	0.089	0.532	1.050	0.959	0.519	1.000	0.000
11	0.154	0.592	1.060	0.761	0.956	1.000	0.911
12	1.000	1.125	1.263	0.550	0.560	0.000	0.602
13	0.137	1.456	1.023	0.888	0.604	1.000	0.700
14	0.132	0.675	1.106	0.006	0.514	1.000	0.760
15	0.073	0.811	1.039	0.857	0.971	1.000	0.000
16	0.200	1.272	1.338	0.080	0.857	1.000	0.642
17	0.393	0.761	1.477	0.036	0.888	1.000	0.629
18	0.393	0.974	1.038	0.722	0.821	1.000	0.658
19	1.000	1.423	1.058	0.996	0.905	0.000	0.754
#From	To	chi[to]	beta[fr]	lambda
0	2	0.020	0.339	1.000
0	3	0.021	0.340	1.000
0	10	0.054	0.287	1.000
0	13	0.044	0.026	1.000
0	15	0.619	0.009	1.000
1	0	0.268	0.321	1.000
1	2	0.071	0.390	1.000
1	3	0.045	0.091	1.000
1	14	0.399	0.199	1.000
3	2	0.031	0.632	1.000
3	10	0.046	0.126	1.000
3	13	0.121	0.242	1.000
4	0	0.179	0.294	1.000
4	2	0.155	0.106	1.000
4	3	0.169	0.185	1.000
4	13	0.227	0.190	1.000
4	16	0.472	0.225	1.000
5	10	0.207	0.462	1.000
5	13	0.125	0.538	1.000
6	17	1.000	0.275	1.000
6	18	0.362	0.725	1.000
7	10	0.086	0.626	1.000
7	13	0.105	0.374	1.000
8	2	0.162	0.466	1.000
8	10	0.210	0.144	1.000
8	13	0.106	0.390	1.000
11	1	0.536	0.149	1.000
11	2	0.164	0.323	1.000
11	3	0.182	0.427	1.000
11	5	1.000	0.101	1.000
12	18	0.638	1.000	1.000
13	10	0.051	0.084	1.000
13	13	0.034	0.916	1.000
14	2	0.108	0.066	1.000
14	3	0.137	0.299	1.000
14	13	0.095	0.250	1.000
14	16	0.345	0.385	1.000
16	2	0.051	0.024	1.000
16	3	0.130	0.391	1.000
16	10	0.346	0.281	1.000
16	13	0.144	0.170	1.000
16	15	0.381	0.135	1.000
17	1	0.464	0.279	1.000
17	2	0.101	0.290	1.000
17	3	0.135	0.287	1.000
17	11	1.000	0.144	1.000
18	0	0.349	0.142	1.000
18	2	0.097	0.034	1.000
18	3	0.114	0.412	1.000
18	14	0.415	0.412	1.000
19	0	0.205	0.160	1.000
19	2	0.040	0.206	1.000
19	3	0.067	0.042	1.000
19	9	1.000	0.281	1.000
19	14	0.185	0.041	1.000
19	16	0.183	0.270	1.000
