#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.393	1.377	1.172	0.689	0.967	1.000	0.707
1	0.393	0.850	1.393	0.554	0.610	1.000	0.917
2	0.393	1.423	1.426	0.754	0.674	1.000	0.901
3	0.154	1.330	1.148	0.059	0.747	1.000	0.000
4	0.393	0.788	1.019	0.193	0.543	1.000	0.654
5	0.393	0.831	1.348	0.055	0.612	1.000	0.674
6	0.150	1.236	1.394	0.483	0.717	1.000	0.732
7	0.195	0.743	1.128	0.898	0.602	1.000	0.702
8	0.393	0.560	1.174	0.866	1.000	1.000	0.694
9	0.270	0.890	1.300	0.335	0.591	1.000	0.887
10	1.000	1.229	1.401	0.988	0.758	0.000	0.728
11	1.000	0.967	1.175	0.946	0.511	0.000	0.695
12	1.000	1.218	1.260	0.235	0.908	0.000	0.522
13	0.246	0.987	1.286	0.369	0.770	1.000	0.811
14	0.059	0.673	1.245	0.598	0.941	1.000	0.000
15	0.224	1.359	1.394	0.025	0.697	1.000	0.522
16	1.000	0.618	1.013	0.232	0.767	0.000	0.596
17	0.131	0.563	1.435	0.574	0.668	1.000	0.704
18	1.000	1.248	1.083	0.570	0.573	0.000	0.617
19	1.000	1.257	1.287	0.634	0.973	0.000	0.671
#From	To	chi[to]	beta[fr]	lambda
0	3	0.064	1.000	1.000
1	8	0.944	0.269	1.000
1	15	0.046	0.731	1.000
2	6	0.055	0.328	1.000
2	9	0.202	0.346	1.000
2	13	0.642	0.293	1.000
2	17	0.109	0.033	1.000
3	3	0.047	1.000	1.000
4	3	0.096	0.337	1.000
4	6	0.170	0.196	1.000
4	7	0.260	0.365	1.000
4	17	0.208	0.102	1.000
5	9	0.263	0.480	1.000
5	15	0.205	0.520	1.000
6	14	1.000	1.000	1.000
7	3	0.210	0.135	1.000
7	6	0.013	0.417	1.000
7	7	0.109	0.269	1.000
7	17	0.222	0.178	1.000
8	8	0.056	0.337	1.000
8	15	0.068	0.663	1.000
9	6	0.201	0.457	1.000
9	7	0.076	0.080	1.000
9	17	0.044	0.464	1.000
10	3	0.056	0.310	1.000
10	6	0.012	0.217	1.000
10	7	0.273	0.247	1.000
10	17	0.064	0.226	1.000
11	9	0.010	0.624	1.000
11	15	0.345	0.376	1.000
12	1	0.196	1.000	1.000
13	3	0.205	0.376	1.000
13	6	0.141	0.228	1.000
13	7	0.109	0.284	1.000
13	17	0.065	0.112	1.000
15	3	0.207	0.153	1.000
15	6	0.207	0.346	1.000
15	7	0.173	0.298	1.000
15	17	0.289	0.203	1.000
16	0	0.416	0.070	1.000
16	2	1.000	0.272	1.000
16	4	0.438	0.160	1.000
16	9	0.286	0.497	1.000
17	3	0.115	1.000	1.000
18	1	0.804	0.058	1.000
18	5	1.000	0.386	1.000
18	15	0.337	0.556	1.000
19	0	0.584	0.054	1.000
19	4	0.562	0.092	1.000
19	6	0.200	0.197	1.000
19	9	0.238	0.302	1.000
19	13	0.358	0.356	1.000
