#N	alpha	gamma	mu	phi	psi	rho	sigm
0	1.000	0.793	1.339	0.156	0.807	0.000	0.526
1	0.039	0.750	1.178	0.477	0.628	1.000	0.960
2	0.136	0.679	1.025	0.954	0.934	1.000	0.873
3	0.082	0.918	1.145	0.616	0.713	1.000	0.721
4	0.270	1.142	1.451	0.228	0.505	1.000	0.519
5	0.177	1.200	1.073	0.702	0.934	1.000	0.648
6	1.000	0.890	1.378	0.767	0.904	0.000	0.984
7	1.000	1.468	1.046	0.691	0.819	0.000	0.743
8	0.393	1.293	1.170	0.673	0.520	1.000	0.806
9	0.047	1.222	1.287	0.126	0.778	1.000	0.906
10	0.080	1.136	1.453	0.524	0.929	1.000	0.886
11	1.000	0.523	1.232	0.440	0.983	0.000	0.998
12	1.000	0.791	1.052	0.262	0.667	0.000	0.690
13	1.000	0.522	1.138	0.418	0.720	0.000	0.748
14	0.093	1.441	1.198	0.142	0.748	1.000	0.000
15	1.000	0.713	1.452	0.225	0.949	0.000	0.821
16	0.076	1.470	1.394	0.923	0.857	1.000	0.956
17	0.393	0.709	1.344	0.657	0.600	1.000	0.567
18	0.173	1.338	1.077	0.746	0.643	1.000	0.887
19	0.393	1.134	1.441	0.841	0.838	1.000	0.753
#From	To	chi[to]	beta[fr]	lambda
0	8	0.097	1.000	1.000
1	14	0.134	1.000	1.000
2	1	0.104	0.008	1.000
2	3	0.163	0.184	1.000
2	14	0.093	0.384	1.000
2	16	0.103	0.424	1.000
3	1	0.058	0.382	1.000
3	3	0.169	0.227	1.000
3	10	0.161	0.251	1.000
3	16	0.100	0.139	1.000
4	2	0.027	0.020	1.000
4	3	0.029	0.384	1.000
4	4	0.316	0.134	1.000
4	16	0.205	0.059	1.000
4	18	0.370	0.402	1.000
5	1	0.071	0.124	1.000
5	3	0.161	0.232	1.000
5	5	0.028	0.137	1.000
5	9	0.169	0.223	1.000
5	10	0.277	0.276	1.000
5	16	0.148	0.009	1.000
6	8	0.407	1.000	1.000
7	14	0.311	1.000	1.000
8	4	0.064	0.881	1.000
8	18	0.270	0.119	1.000
9	1	0.078	0.208	1.000
9	3	0.177	0.070	1.000
9	10	0.382	0.335	1.000
9	16	0.074	0.386	1.000
10	1	0.267	0.182	1.000
10	3	0.157	0.043	1.000
10	5	0.972	0.108	1.000
10	9	0.831	0.326	1.000
10	10	0.180	0.154	1.000
10	16	0.115	0.188	1.000
11	8	0.236	1.000	1.000
12	19	0.290	1.000	1.000
13	4	0.015	0.208	1.000
13	17	1.000	0.276	1.000
13	18	0.197	0.175	1.000
13	19	0.710	0.341	1.000
14	14	0.017	1.000	1.000
15	8	0.260	1.000	1.000
16	1	0.373	0.196	1.000
16	3	0.015	0.529	1.000
16	14	0.052	0.198	1.000
16	16	0.190	0.077	1.000
17	2	0.741	0.073	1.000
17	3	0.068	0.162	1.000
17	4	0.139	0.240	1.000
17	18	0.101	0.525	1.000
18	1	0.049	0.876	1.000
18	14	0.392	0.124	1.000
19	2	0.232	0.277	1.000
19	3	0.061	0.195	1.000
19	4	0.466	0.321	1.000
19	16	0.065	0.039	1.000
19	18	0.062	0.167	1.000
